key,nPCA,nn,resolution,silhouetteScore,varianceRatioCriterion,DaviesBouldin
ND,80,26,0.7000000000000001,0.34738237,509.22748175893906,1.1576960075659979
ND,80,26,0.8,0.34638077,504.924324890211,2.329230196149066
ND,80,26,0.9,0.34638077,504.924324890211,2.329230196149066
ND,80,26,1.0,0.32756308,481.97526023904254,1.9971403729295323
ND,10,33,0.1,0.24362896,472.8975379004254,1.1794487156612312
ND,10,33,0.2,0.29611343,493.5459466751269,1.0203954223051017
ND,10,33,0.30000000000000004,0.35657528,880.8655305077306,1.811000036799868
ND,10,33,0.4,0.35298118,885.5838568244106,1.6709358473010874
ND,10,33,0.5,0.35846102,815.6847618312479,1.4222587674706075
ND,10,33,0.6,0.3169132,693.0044774049999,2.185753280164671
ND,10,33,0.7000000000000001,0.306019,680.4042112138706,1.1637343320513514
ND,10,33,0.8,0.30258948,689.1172144711998,1.1294049990546786
ND,10,33,0.9,0.2850148,638.3265483039391,1.531093044254161
ND,10,33,1.0,0.32325706,700.4303105459319,2.6968472384691053
ND,17,33,0.1,0.21692093,602.92612795966,0.8979697322164426
ND,17,33,0.2,0.31343836,587.1444118418214,0.9656805840155734
ND,17,33,0.30000000000000004,0.35190505,710.7017206177567,1.934112792561552
ND,17,33,0.4,0.33853292,655.9480922289519,1.713977508178231
ND,17,33,0.5,0.348047,659.9514426341608,1.7231551535096556
ND,17,33,0.6,0.33849633,485.19696190710795,2.0112893380778827
ND,17,33,0.7000000000000001,0.38870054,1039.546187558223,0.8798686629351123
ND,17,33,0.8,0.3904376,1044.6553526417574,0.8770415727565265
ND,17,33,0.9,0.38864848,1026.1471556046604,0.9463502561168945
ND,17,33,1.0,0.38757682,1025.6543335033132,0.9837448352270368
ND,25,33,0.1,0.36012235,891.1043115843745,0.701968397340986
ND,25,33,0.2,0.42985392,1292.9935995299356,0.7642500714106327
ND,25,33,0.30000000000000004,0.42854348,1243.1197460969645,0.6893510054801094
ND,25,33,0.4,0.38748437,749.3640317208972,1.6240937681878718
ND,25,33,0.5,0.35721153,670.4376822997667,2.841738840078074
ND,25,33,0.6,0.41145265,1251.9014486894648,1.8133702253805872
ND,25,33,0.7000000000000001,0.4122143,1254.7157485516195,1.7789380350664201
ND,25,33,0.8,0.41849005,1246.3892101522358,1.7366915331707136
ND,25,33,0.9,0.41925043,1249.3557516642768,1.704399320949723
ND,25,33,1.0,0.41989124,1246.441128627115,1.6491045784720062
ND,33,33,0.1,0.36008152,896.5154123815158,0.7000087386307535
ND,33,33,0.2,0.42727098,1272.650514526897,0.7635745035440555
ND,33,33,0.30000000000000004,0.39601007,762.7384027303387,1.5539904938847122
ND,33,33,0.4,0.38393122,705.247487859671,1.4755652297991215
ND,33,33,0.5,0.39128715,675.8020559861679,1.4088108902155232
ND,33,33,0.6,0.42273855,1296.8388391946987,1.6258760728273214
ND,33,33,0.7000000000000001,0.418334,1288.2378224344566,1.6805574154363996
ND,33,33,0.8,0.42197263,1293.3091207757998,1.5225010159609935
ND,33,33,0.9,0.41807517,1279.0643597334629,1.6227103947233508
ND,33,33,1.0,0.42109123,1286.3077542757167,1.4577755139702995
ND,41,33,0.1,0.3612766,900.4324445538832,0.6995571635066178
ND,41,33,0.2,0.4543834,1385.956768414757,0.7344274537561708
ND,41,33,0.30000000000000004,0.44402325,1322.8236953832475,0.6744989275601851
ND,41,33,0.4,0.38531294,711.8889917769291,1.4514845874436657
ND,41,33,0.5,0.37061462,705.693894685126,1.4234809694066366
ND,41,33,0.6,0.37473083,638.7869151278114,2.258166274194735
ND,41,33,0.7000000000000001,0.43245167,1489.900077538109,0.6460676112198818
ND,41,33,0.8,0.427057,1322.9808063315575,0.6499499211294737
ND,41,33,0.9,0.4277235,1325.4327390466112,0.6487800521360436
ND,41,33,1.0,0.42679316,1494.870621765172,0.6243918534689904
ND,48,33,0.1,0.33000898,769.5195336246154,0.6719262055764116
ND,48,33,0.2,0.3920146,737.7001363771824,0.977155281139095
ND,48,33,0.30000000000000004,0.44178766,1313.7439263887356,0.6763867422384552
ND,48,33,0.4,0.42480382,1288.62158075722,0.6272445624648351
ND,48,33,0.5,0.3834894,708.1912821944013,1.4548540362480138
ND,48,33,0.6,0.37343192,664.7050154488061,1.5214599763309282
ND,48,33,0.7000000000000001,0.3658479,623.4011622244543,1.4904301589599942
ND,48,33,0.8,0.36918792,621.4968757088906,2.3574006783835912
ND,48,33,0.9,0.42087936,1279.749298673979,0.6661212033598103
ND,48,33,1.0,0.41597536,1260.4216413472116,0.6516709886210451
ND,56,33,0.1,0.33743808,776.3765390626879,0.713037931788298
ND,56,33,0.2,0.37943405,693.2446925408959,0.9385966752741448
ND,56,33,0.30000000000000004,0.37112987,639.6309266342083,0.9265412964744589
ND,56,33,0.4,0.3931986,741.2970465483844,1.6114471534557135
ND,56,33,0.5,0.36089683,651.8341751658949,1.4789005291380137
ND,56,33,0.6,0.36223054,586.0301745827472,1.6393374713544577
ND,56,33,0.7000000000000001,0.36454785,632.4830826791919,1.582816188128893
ND,56,33,0.8,0.3586263,597.8205974338425,1.6543965581899882
ND,56,33,0.9,0.36806783,634.2847571542644,1.4968920671259984
ND,56,33,1.0,0.35691303,571.1976503896976,1.865107918492892
ND,64,33,0.1,0.25893012,597.4317812577227,0.7077807519343043
ND,64,33,0.2,0.38795277,713.6982914151472,1.0132804526005779
ND,64,33,0.30000000000000004,0.37489066,686.4292673239996,0.9683686916904956
ND,64,33,0.4,0.386237,726.726713575527,1.6699009165151473
ND,64,33,0.5,0.3687925,693.9084293103812,1.6139075132941532
ND,64,33,0.6,0.3500928,613.5296412061728,1.5784771993315507
ND,64,33,0.7000000000000001,0.34118035,557.681463749418,1.3840310957391024
ND,64,33,0.8,0.3431837,527.910523074017,1.8900467383502892
ND,64,33,0.9,0.33925605,523.0616136213229,2.045317101672254
ND,64,33,1.0,0.34225157,516.4072037743265,2.4704938137041723
ND,72,33,0.1,0.24695967,508.36455051176455,1.0670840869772829
ND,72,33,0.2,0.3696365,658.149407253371,0.9492932183897127
ND,72,33,0.30000000000000004,0.36332986,651.4099506352463,0.9739594689039479
ND,72,33,0.4,0.35225824,614.391551177015,0.9328897784459877
ND,72,33,0.5,0.3616271,670.37560947325,1.5204451253174744
ND,72,33,0.6,0.36373407,668.2931461469665,1.4781321709586892
ND,72,33,0.7000000000000001,0.36287028,574.9341251142866,1.1038658017879173
ND,72,33,0.8,0.3634683,598.4942875905624,1.4234327477072148
ND,72,33,0.9,0.36014163,571.4990278731196,2.5655241546959777
ND,72,33,1.0,0.36277395,578.7366440928386,2.3255892809352385
ND,80,33,0.1,0.06847956,315.982326982528,0.8594101757125892
ND,80,33,0.2,0.2797354,506.19971709562003,0.8900921909608915
ND,80,33,0.30000000000000004,0.35840714,636.6703438078476,0.9888134163685451
ND,80,33,0.4,0.3738481,682.6718711367662,1.7298352709717337
ND,80,33,0.5,0.34558094,608.6417845952112,1.524697042505206
ND,80,33,0.6,0.34708536,556.9291365493708,1.1756159203656869
ND,80,33,0.7000000000000001,0.34983832,518.5495961929333,1.1362969722167826
ND,80,33,0.8,0.34914738,531.7274505992264,2.189476618920116
ND,80,33,0.9,0.3506015,532.5799433845813,2.0577028462191036
ND,80,33,1.0,0.3530781,531.5380734764691,2.2886354832118245
ND,10,41,0.1,0.2822112,513.5477673681343,0.9799251890288729
ND,10,41,0.2,0.28024092,700.3176224610988,0.7981758918750159
ND,10,41,0.30000000000000004,0.35594508,838.9249325544447,0.8295017257329871
ND,10,41,0.4,0.33536574,776.8413544430641,0.7434080670852492
ND,10,41,0.5,0.3051346,837.33004531843,1.018170102604132
ND,10,41,0.6,0.3139357,731.9741205124512,1.9997162680194736
ND,10,41,0.7000000000000001,0.30506557,678.5625685959114,1.1035905315764272
ND,10,41,0.8,0.29315513,667.9407725941447,1.1063068775820413
ND,10,41,0.9,0.33397183,760.8721439900143,2.7154361012889208
ND,10,41,1.0,0.2742663,635.0818312980136,1.5161436983049408
ND,17,41,0.1,0.29092628,549.5042231894356,0.8328495672135302
ND,17,41,0.2,0.32020214,587.9994837016859,0.9663467396141932
ND,17,41,0.30000000000000004,0.31958744,590.4974378493799,0.9801551326320452
ND,17,41,0.4,0.34349203,650.1310752739812,1.654040294974117
ND,17,41,0.5,0.3387746,653.5009451278437,1.678734753551923
ND,17,41,0.6,0.31513205,617.8205652066679,1.6995086747669765
ND,17,41,0.7000000000000001,0.3493463,637.4678655871409,2.2493237503292582
ND,17,41,0.8,0.39746046,1126.244869401392,0.8699771781880091
ND,17,41,0.9,0.39155635,1112.4194906276553,0.8903891622444822
ND,17,41,1.0,0.39635423,1106.8604732132897,0.9426972112953352
ND,25,41,0.1,0.35298154,888.6250642974499,0.7960628756564014
ND,25,41,0.2,0.42555904,1251.546854966812,0.7677638731553448
ND,25,41,0.30000000000000004,0.39717937,794.831073323116,1.6304412373796557
ND,25,41,0.4,0.3848123,715.6843293587216,1.5330629033597596
ND,25,41,0.5,0.38555038,720.1731145205117,1.5294845167851863
ND,25,41,0.6,0.3537741,617.7104367293123,2.8265954023364976
ND,25,41,0.7000000000000001,0.4104439,1200.3164098560521,1.8176837670119317
ND,25,41,0.8,0.41029215,1205.9909733937977,1.780735253643225
ND,25,41,0.9,0.41638166,1188.7284779653207,1.6764724768381605
ND,25,41,1.0,0.42048025,1253.262782905064,1.7048067923644086
ND,33,41,0.1,0.32946792,767.6525119761496,0.6718865070789775
ND,33,41,0.2,0.4275825,1273.6710218692535,0.7634947233747369
ND,33,41,0.30000000000000004,0.4229019,1209.0332641239463,0.7625031148291074
ND,33,41,0.4,0.3896767,730.7014153945188,1.4693918727351758
ND,33,41,0.5,0.38710082,654.4713766485285,1.3882235003718113
ND,33,41,0.6,0.37579602,618.8781006534897,2.8039830065283717
ND,33,41,0.7000000000000001,0.41695395,1229.2259923239315,1.6881271050489044
ND,33,41,0.8,0.4223384,1296.675551431784,1.6259383207547429
ND,33,41,0.9,0.42329586,1289.331788260693,1.4847095499008656
ND,33,41,1.0,0.4160741,1266.0433271406414,1.6244613880330143
ND,41,41,0.1,0.3412755,791.2422196393662,0.7109066691099981
ND,41,41,0.2,0.45324862,1382.4930238503828,0.7341813907283556
ND,41,41,0.30000000000000004,0.44292885,1319.0865012761178,0.6750527733103238
ND,41,41,0.4,0.38589317,720.179419407803,1.5367341765793994
ND,41,41,0.5,0.38450623,702.5978199511654,1.3939553169508798
ND,41,41,0.6,0.36585099,649.8112984853773,1.2529758171223413
ND,41,41,0.7000000000000001,0.36586708,646.8831134452603,1.2976639671179486
ND,41,41,0.8,0.42844555,1463.6400401171281,0.6507297754280239
ND,41,41,0.9,0.41981626,1445.9465411262167,0.6335273473183203
ND,41,41,1.0,0.4194975,1446.967625530156,0.6369413834523091
ND,48,41,0.1,0.33000898,769.5195336246154,0.6719262055764116
ND,48,41,0.2,0.39134285,734.3890660324495,0.9876877239315015
ND,48,41,0.30000000000000004,0.44703418,1331.0627662286024,0.6797506367257067
ND,48,41,0.4,0.39913177,812.330858243797,1.665481910434461
ND,48,41,0.5,0.3818503,704.6956786453981,1.46718382513881
ND,48,41,0.6,0.36757335,693.6535893928103,1.3743290728822708
ND,48,41,0.7000000000000001,0.3630251,645.8361580978907,1.2889515397212914
ND,48,41,0.8,0.37133566,631.2391085800633,2.325841996381692
ND,48,41,0.9,0.371869,632.0730605054767,2.2778369177132025
ND,48,41,1.0,0.42370212,1327.4155036794573,0.6633852879483665
ND,56,41,0.1,0.24242692,573.6979453998971,0.8290927315602818
ND,56,41,0.2,0.3769134,686.4052713424944,0.933698678077442
ND,56,41,0.30000000000000004,0.37737304,688.7464274910496,0.9613536615534957
ND,56,41,0.4,0.3692838,635.509203015803,0.9242541562123707
ND,56,41,0.5,0.37881565,679.8121805860335,1.5506778139421937
ND,56,41,0.6,0.36240977,667.9204796003734,1.444248066506205
ND,56,41,0.7000000000000001,0.35713726,617.1368391988865,1.3247315294609092
ND,56,41,0.8,0.36928993,632.6819431941421,1.521369743653014
ND,56,41,0.9,0.36478767,601.3797389350517,2.5017281599678514
ND,56,41,1.0,0.35402066,570.6728661540544,1.9572132404203018
ND,64,41,0.1,0.20654517,432.5005292089364,0.9730083578127452
ND,64,41,0.2,0.37764743,688.0451832794075,0.9492059514289902
ND,64,41,0.30000000000000004,0.37574536,684.9435152102077,0.9739075177767318
ND,64,41,0.4,0.37574536,684.9435152102077,0.9739075177767318
ND,64,41,0.5,0.3715418,664.4898162080636,1.6068684975072072
ND,64,41,0.6,0.35947886,653.0297158402958,1.5546921381420362
ND,64,41,0.7000000000000001,0.36464986,658.2437250797175,1.644112296777757
ND,64,41,0.8,0.36173454,612.0242535626455,1.512317300979785
ND,64,41,0.9,0.34914246,549.6142785233926,2.023679799385979
ND,64,41,1.0,0.35709533,584.2329231853987,1.9933461285847587
ND,72,41,0.1,0.21200345,440.8035317093489,1.0007467332080693
ND,72,41,0.2,0.37260643,675.2680559752291,0.9388880679909247
ND,72,41,0.30000000000000004,0.3702287,669.9524120227459,0.9543672638091232
ND,72,41,0.4,0.37084997,669.454351866926,0.956429910559172
ND,72,41,0.5,0.38296834,706.6134558111902,1.5625612568319769
ND,72,41,0.6,0.3692941,705.5701438911996,1.4093818005348109
ND,72,41,0.7000000000000001,0.36094186,640.3274075755719,1.54850552289979
ND,72,41,0.8,0.360437,593.4909076770867,1.802367108887709
ND,72,41,0.9,0.3625906,589.843976930472,2.2244721494944004
ND,72,41,1.0,0.36398003,575.3538167269396,2.0332305031764673
ND,80,41,0.1,0.20948413,435.7127136837603,1.0047836701318555
ND,80,41,0.2,0.291454,528.0061569316863,0.8741493219753943
ND,80,41,0.30000000000000004,0.36799145,666.5181408260091,0.9597406783672893
ND,80,41,0.4,0.3591608,639.4260821921134,0.981762553196832
ND,80,41,0.5,0.36657646,632.9454286988637,1.2649877672956515
ND,80,41,0.6,0.34973314,582.3906349251314,1.2452926583125405
ND,80,41,0.7000000000000001,0.3464398,551.6214180689485,1.1966579056232507
ND,80,41,0.8,0.34796447,504.1624448884741,1.680668850502291
ND,80,41,0.9,0.34794477,521.5177581798768,2.289068674698429
ND,80,41,1.0,0.34686196,521.960746498438,2.1960685075797866
ND,10,48,0.1,0.28227308,518.7513907306261,0.9633881613204345
ND,10,48,0.2,0.35760745,902.3986528443904,0.7893354226842973
ND,10,48,0.30000000000000004,0.35252017,833.6008020487806,0.8321178859514338
ND,10,48,0.4,0.34451985,789.0348409557992,0.774972914811223
ND,10,48,0.5,0.32996216,778.7538581507903,0.7548221095985592
ND,10,48,0.6,0.32214957,764.5474142253464,2.2482113314031946
ND,10,48,0.7000000000000001,0.30807367,589.3252532641013,1.5029126969160282
ND,10,48,0.8,0.29324812,682.4019934181673,1.0313413829202471
ND,10,48,0.9,0.30118623,704.2099382701535,1.0206327072819283
ND,10,48,1.0,0.2995954,685.2317625848384,1.1410495278826975
ND,17,48,0.1,0.2710939,587.7802225633494,0.7672292701520793
ND,17,48,0.2,0.37476715,688.2773298490519,1.0149870390170053
ND,17,48,0.30000000000000004,0.34347653,712.7343353022023,1.8905816220052296
ND,17,48,0.4,0.34361982,677.7816238785618,1.74192962674207
ND,17,48,0.5,0.334186,652.1401499378536,1.6509375995600093
ND,17,48,0.6,0.34826022,626.114000065852,1.4059532897346008
ND,17,48,0.7000000000000001,0.34750587,639.9700401705361,2.303892227854213
ND,17,48,0.8,0.34750587,639.9700401705361,2.303892227854213
ND,17,48,0.9,0.3910013,1054.7696106950334,0.8730158392814353
ND,17,48,1.0,0.39065245,1015.1776435698616,0.949474896615795
ND,25,48,0.1,0.3654923,785.8792157056855,0.7813022199538147
ND,25,48,0.2,0.43841043,1290.7428629361798,0.7272903911946976
ND,25,48,0.30000000000000004,0.43780208,1286.1015825470297,0.6781378336425972
ND,25,48,0.4,0.38655594,740.0041766627638,1.5871637718155083
ND,25,48,0.5,0.3853991,717.8833839606382,1.5217050650787756
ND,25,48,0.6,0.35399556,613.8493558099048,2.823397660223791
ND,25,48,0.7000000000000001,0.36721095,626.8444675782225,3.2409134810838522
ND,25,48,0.8,0.41110638,1198.4521969090308,2.0128983928738746
ND,25,48,0.9,0.40962073,1202.9688999610707,1.7818375717075978
ND,25,48,1.0,0.41657495,1201.6695025232834,1.7028903526044799
ND,33,48,0.1,0.30836487,673.0021685509208,0.6865550901706694
ND,33,48,0.2,0.45033085,1360.063549716149,0.740900836083325
ND,33,48,0.30000000000000004,0.4435835,1299.2519060255484,0.7311644766527743
ND,33,48,0.4,0.3874259,737.8155079146692,1.6167465352568424
ND,33,48,0.5,0.38505116,713.8228019709703,1.5360051830034722
ND,33,48,0.6,0.38703197,656.673447369935,1.389808674568446
ND,33,48,0.7000000000000001,0.37857738,630.9412868126617,2.735960394679148
ND,33,48,0.8,0.4234775,1293.813740138717,1.6320521400445815
ND,33,48,0.9,0.42076427,1284.3468619367136,1.6891018528567452
ND,33,48,1.0,0.4149832,1263.8395203183966,1.6236819276302044
ND,41,48,0.1,0.3095661,675.9215915478846,0.6858527342116496
ND,41,48,0.2,0.3901986,727.7322050889981,0.9906628853508745
ND,41,48,0.30000000000000004,0.44704008,1328.680807116507,0.678216973496538
ND,41,48,0.4,0.3996095,799.1936463875224,1.6610583334200058
ND,41,48,0.5,0.38740644,722.7104801138875,1.4803286621324219
ND,41,48,0.6,0.36760616,689.9471241128367,1.3975482667053607
ND,41,48,0.7000000000000001,0.3775029,655.0410634003161,1.860442081562684
ND,41,48,0.8,0.3742814,652.7301448416652,1.7464538834634145
ND,41,48,0.9,0.42372233,1372.5926947875842,0.6570449505818591
ND,41,48,1.0,0.4180656,1374.4255139163197,0.6290067151010231
ND,48,48,0.1,0.34086195,790.091369971386,0.7106818299145932
ND,48,48,0.2,0.39134285,734.3890660324495,0.9876877239315015
ND,48,48,0.30000000000000004,0.44605818,1326.5038845262845,0.6814788400861047
ND,48,48,0.4,0.44203267,1315.0598052408116,0.6779742348247493
ND,48,48,0.5,0.3761848,719.3650167933935,1.5093526264992996
ND,48,48,0.6,0.38268703,705.4712409341016,1.448876572956644
ND,48,48,0.7000000000000001,0.37453797,662.7195215637728,1.4665168786425535
ND,48,48,0.8,0.37453797,662.7195215637728,1.4665168786425535
ND,48,48,0.9,0.3719914,643.2618420744825,2.1681918441065076
ND,48,48,1.0,0.36782444,635.7939585222167,2.079214479587329
ND,56,48,0.1,0.1416538,361.71395249302884,0.8276124801415968
ND,56,48,0.2,0.37952325,692.153702488813,0.9410827229689296
ND,56,48,0.30000000000000004,0.37873197,691.2430797820904,0.9614082402261402
ND,56,48,0.4,0.3706693,653.0541734156232,0.9204076436327919
ND,56,48,0.5,0.39483726,769.5714146772119,1.601284648558897
ND,56,48,0.6,0.372054,678.9372472773887,1.1873788817027784
ND,56,48,0.7000000000000001,0.3793201,653.9507346693277,1.5722226543086293
ND,56,48,0.8,0.36381012,606.1618012757204,1.5028416345166855
ND,56,48,0.9,0.36873978,606.4724989140298,2.260169112183802
ND,56,48,1.0,0.36901683,605.2060002382029,2.198015578636613
ND,64,48,0.1,0.07145541,321.4503636904586,0.852659008380378
ND,64,48,0.2,0.38955894,717.1244811317056,1.003873573442304
ND,64,48,0.30000000000000004,0.37589297,681.6537258479573,0.9531657297936136
ND,64,48,0.4,0.40424824,836.7481669907231,1.931596334756538
ND,64,48,0.5,0.42212626,1164.820035120122,0.6616755906206258
ND,64,48,0.6,0.3601877,668.3499489440461,1.5187596853212104
ND,64,48,0.7000000000000001,0.36058336,638.305666469359,1.6033397265333913
ND,64,48,0.8,0.3674213,610.4128413447677,1.4914537331635025
ND,64,48,0.9,0.3565994,589.250891170816,1.4776869355038749
ND,64,48,1.0,0.34938848,548.3670486002153,2.0739272622060314
ND,72,48,0.1,0.2138003,420.1755114729127,0.8705699009714246
ND,72,48,0.2,0.292916,530.9556921736189,0.8704991513207119
ND,72,48,0.30000000000000004,0.37218928,670.9266703925595,0.9538947316909632
ND,72,48,0.4,0.3723831,679.9798536039445,0.9432851865533582
ND,72,48,0.5,0.4188313,1132.5438444862054,0.6745275573951209
ND,72,48,0.6,0.36891457,694.3473106901972,1.435129465080326
ND,72,48,0.7000000000000001,0.37366536,705.3493138662587,1.5740933104116346
ND,72,48,0.8,0.34337878,602.4467386266645,1.321945170056317
ND,72,48,0.9,0.35473177,564.6490783631751,2.799036177912468
ND,72,48,1.0,0.35463357,577.8085696884034,1.454596448482808
ND,80,48,0.1,0.34822404,601.3950626849515,1.0895688914375525
ND,80,48,0.2,0.2910282,528.4742061827882,0.8727090661683332
ND,80,48,0.30000000000000004,0.36799145,666.5181408260091,0.9597406783672893
ND,80,48,0.4,0.36949223,668.8118586550526,0.9589009575955747
ND,80,48,0.5,0.3837083,713.3883172122878,1.7356894781388523
ND,80,48,0.6,0.35815609,614.5107729698445,1.2072742610917542
ND,80,48,0.7000000000000001,0.35660633,599.2694955328296,1.2034941275498876
ND,80,48,0.8,0.34630015,549.7595140206919,1.176342519001266
ND,80,48,0.9,0.34796447,504.1624448884741,1.680668850502291
ND,80,48,1.0,0.34856486,522.9420807777586,2.266406711530784
ND,10,55,0.1,0.28221658,511.512015197294,0.9810841885542857
ND,10,55,0.2,0.30668795,541.1002179286509,0.9907952162645256
ND,10,55,0.30000000000000004,0.3642317,935.9620036658737,0.7689468570534613
ND,10,55,0.4,0.35852182,894.5013482432257,0.7236438422480735
ND,10,55,0.5,0.35266158,933.1280901125675,0.6893913849528109
ND,10,55,0.6,0.30803496,778.3706614260102,1.0083901155035913
ND,10,55,0.7000000000000001,0.30751553,585.9060425702478,1.4978124493380691
ND,10,55,0.8,0.30574062,688.9144757228294,1.031857006449159
ND,10,55,0.9,0.3076012,695.6355148237601,1.0272574079532142
ND,10,55,1.0,0.2930687,652.6294665711895,1.4126648288644381
ND,17,55,0.1,0.23189388,509.4310877556224,0.7124872075223333
ND,17,55,0.2,0.36528215,664.6888910939406,0.9507311039286309
ND,17,55,0.30000000000000004,0.3135217,585.6660780621321,0.9460792976414965
ND,17,55,0.4,0.33722624,674.6218836973086,1.7492686644437168
ND,17,55,0.5,0.33647028,646.6514554131156,1.684234684467828
ND,17,55,0.6,0.34794763,636.9761105905159,3.0589391682958147
ND,17,55,0.7000000000000001,0.32836473,630.2462629909738,2.480479540327416
ND,17,55,0.8,0.34925327,616.1850638164428,2.1854930188554254
ND,17,55,0.9,0.3948188,1128.47322804271,0.8725161692422908
ND,17,55,1.0,0.39592677,1144.5596567274488,0.947750885849516
ND,25,55,0.1,0.30277222,653.4141379829956,0.6910458520887941
ND,25,55,0.2,0.36618212,673.1079442067346,0.955740765561365
ND,25,55,0.30000000000000004,0.43780208,1286.1015825470297,0.6781378336425972
ND,25,55,0.4,0.3971687,794.5905572613898,1.6309735461797832
ND,25,55,0.5,0.38427517,708.8213440915451,1.5160183784269181
ND,25,55,0.6,0.36541647,695.4359628080683,1.4265217917901098
ND,25,55,0.7000000000000001,0.3666972,629.4888934529248,3.3682563652322557
ND,25,55,0.8,0.3666972,629.4888934529248,3.3682563652322557
ND,25,55,0.9,0.3666972,629.4888934529248,3.3682563652322557
ND,25,55,1.0,0.40742496,1178.1195856742263,2.005119194855535
ND,33,55,0.1,0.33918443,785.2560380915992,0.7112902485490548
ND,33,55,0.2,0.37927216,700.0375553396714,0.9321649563398234
ND,33,55,0.30000000000000004,0.44150752,1291.9339488491553,0.6825088629798345
ND,33,55,0.4,0.39853054,792.6943870627533,1.6433324801411253
ND,33,55,0.5,0.38568416,714.4742602711029,1.5239361564880658
ND,33,55,0.6,0.37351045,657.2884232012079,1.3119861095685945
ND,33,55,0.7000000000000001,0.38552195,676.210411609765,1.9255940256567812
ND,33,55,0.8,0.36571452,610.3056478560809,2.260429913518336
ND,33,55,0.9,0.4235124,1303.3006949066555,1.6278390604490542
ND,33,55,1.0,0.41573757,1272.2090574038054,1.4716874300002176
ND,41,55,0.1,0.3403619,788.426818151351,0.7108660951834491
ND,41,55,0.2,0.37437725,694.4847111735055,0.9414124272482803
ND,41,55,0.30000000000000004,0.445969,1325.027231957164,0.6790776434246606
ND,41,55,0.4,0.40050435,801.0821735656724,1.6237426454034551
ND,41,55,0.5,0.38740644,722.7104801138875,1.4803286621324219
ND,41,55,0.6,0.3830616,698.5911095664076,1.4176302422731046
ND,41,55,0.7000000000000001,0.36437136,645.6255642372586,1.2657555775549874
ND,41,55,0.8,0.36244318,637.5772451994624,1.2669695580901723
ND,41,55,0.9,0.37347507,645.7675403602103,1.7644736577557143
ND,41,55,1.0,0.42030445,1432.9839427815666,0.6275528323803484
ND,48,55,0.1,0.27211922,632.662869281652,0.7576370450447346
ND,48,55,0.2,0.38625517,714.547051558035,0.9730526716751322
ND,48,55,0.30000000000000004,0.45308924,1379.3645956304608,0.7365591179626197
ND,48,55,0.4,0.40011933,806.9737990274084,1.6412638085439242
ND,48,55,0.5,0.38947648,752.7974021132505,1.6187355309271076
ND,48,55,0.6,0.38267323,705.83294841875,1.473460116507406
ND,48,55,0.7000000000000001,0.36229187,652.2559008343928,1.3065187609350504
ND,48,55,0.8,0.37922135,674.6509957794302,1.9347290004632705
ND,48,55,0.9,0.3770158,671.0611917668303,2.154405952827901
ND,48,55,1.0,0.3780384,664.3695668277136,2.0471109491721626
ND,56,55,0.1,0.24242692,573.6979453998971,0.8290927315602818
ND,56,55,0.2,0.37872142,692.4472709320955,0.94146309564032
ND,56,55,0.30000000000000004,0.3773614,690.5283282048389,0.960460532834716
ND,56,55,0.4,0.37067226,654.8303816862029,0.9197271394690608
ND,56,55,0.5,0.43373615,1319.919358821115,0.6507121050653598
ND,56,55,0.6,0.38003257,681.2753520251074,1.501093151948693
ND,56,55,0.7000000000000001,0.36442164,670.1803974697837,1.4326498140787425
ND,56,55,0.8,0.36755192,630.6681777703621,1.5203593559261561
ND,56,55,0.9,0.3703749,633.1956548149057,1.509056812470669
ND,56,55,1.0,0.36740363,601.9137974531174,1.8623946904074968
ND,64,55,0.1,0.20529468,429.94566654978024,0.9736952665050018
ND,64,55,0.2,0.37668198,685.8997308628079,0.9368606607974093
ND,64,55,0.30000000000000004,0.37589297,681.6537258479573,0.9531657297936136
ND,64,55,0.4,0.37589297,681.6537258479573,0.9531657297936136
ND,64,55,0.5,0.38941467,725.1148708209823,1.642766119673776
ND,64,55,0.6,0.38396078,702.9720873576122,1.6039597023963699
ND,64,55,0.7000000000000001,0.3750939,663.3205618105949,1.6217456983312288
ND,64,55,0.8,0.36489385,603.0264707898664,1.6420725715410047
ND,64,55,0.9,0.35875067,588.7619221984868,1.6057980144709545
ND,64,55,1.0,0.35235545,559.3005852517482,1.9619468439302206
ND,72,55,0.1,0.3495582,607.256633769183,1.085498149285463
ND,72,55,0.2,0.292916,530.9556921736189,0.8704991513207119
ND,72,55,0.30000000000000004,0.37450135,681.6297768364333,0.9441979108742466
ND,72,55,0.4,0.375733,683.1923809487323,0.9431746897470937
ND,72,55,0.5,0.37791687,693.0973767694918,0.9325296532729701
ND,72,55,0.6,0.38015643,685.6432495336411,1.563185461834979
ND,72,55,0.7000000000000001,0.3661197,671.5231207615308,1.4167167583204583
ND,72,55,0.8,0.3604413,609.798349239819,1.9798063209123564
ND,72,55,0.9,0.3604578,566.0080719495701,1.5864694630897438
ND,72,55,1.0,0.36375594,590.8494298513193,1.579599237782598
ND,80,55,0.1,0.34822404,601.3950626849515,1.0895688914375525
ND,80,55,0.2,0.24750893,466.86944759312644,1.0037054688951432
ND,80,55,0.30000000000000004,0.36817917,667.3932699513374,0.9613139574934643
ND,80,55,0.4,0.36882553,666.9205998880624,0.9631432657543118
ND,80,55,0.5,0.36882553,666.9205998880624,0.9631432657543118
ND,80,55,0.6,0.3501634,636.317763743427,1.2352363458689346
