key,nPCA,nn,resolution,silhouetteScore,varianceRatioCriterion,DaviesBouldin
ND,56,26,0.7000000000000001,0.36406454,630.1764750026866,1.5561886449761941
ND,56,26,0.8,0.3647319,595.5053310099764,2.5842996733139816
ND,56,26,0.9,0.35396513,569.6453992469723,1.6256991748295346
ND,56,26,1.0,0.4040832,1070.0429445217171,0.694513616374441
ND,64,26,0.1,0.26073378,601.1871978572416,0.7082357498467119
ND,64,26,0.2,0.36675334,656.4332229738536,0.9894129324755045
ND,64,26,0.30000000000000004,0.36474508,654.1398916112807,0.9893454442115129
ND,64,26,0.4,0.3540373,641.0016706503826,1.7463602720165974
ND,64,26,0.5,0.34392083,593.0230601581228,1.5807174330947054
ND,64,26,0.6,0.34760073,558.8645328127342,1.489915349124495
ND,64,26,0.7000000000000001,0.35636964,572.5771000562778,1.7214459019146182
ND,64,26,0.8,0.34711203,520.6599939138168,2.316781481211354
ND,64,26,0.9,0.3490931,551.2980286514498,1.4992829398480516
ND,64,26,1.0,0.3476927,526.368609854248,2.34008491790088
ND,72,26,0.1,0.25852042,594.7051838092506,0.7053836953702245
ND,72,26,0.2,0.38391182,712.8878489576367,0.9903796001065382
ND,72,26,0.30000000000000004,0.36383462,653.4135819986565,0.9763889175367932
ND,72,26,0.4,0.32873416,561.5107288673806,0.9138652734002379
ND,72,26,0.5,0.34679136,590.9014645053991,1.421106721744077
ND,72,26,0.6,0.3465878,591.2087143087516,1.399471680805468
ND,72,26,0.7000000000000001,0.36359397,628.4699490348922,1.3185178844757357
ND,72,26,0.8,0.35394517,548.3019630983484,2.308105774976738
ND,72,26,0.9,0.35783127,550.6539270966108,1.9115133035782916
ND,72,26,1.0,0.35484895,548.9280986252104,2.3149243063246234
ND,80,26,0.1,0.10784034,364.52672629630325,0.9093630284305219
ND,80,26,0.2,0.37151548,657.61973014698,1.0159160669608986
ND,80,26,0.30000000000000004,0.35480452,624.8840718509979,0.9612997226185284
ND,80,26,0.4,0.36372897,640.9259422628058,1.6297455636323732
ND,80,26,0.5,0.34682372,561.3517317662759,1.1825550602935553
ND,80,26,0.6,0.34886402,517.4426587920419,1.1748966437983217
