gene,cellType,score,pval,log2foldchange,sig
FMR1,Mac2,-0.09889656976719532,0.9212203924849738,1.1773166729823856,False
FRG1,Mac2,-4.760200906272849,1.9340034399391913e-06,0.35220805923842935,True
FUBP1,Mac2,-4.532346410566728,5.8332086890454255e-06,0.5001140126623245,True
FUS,Mac2,11.2304915582891,2.8886697852767486e-29,1.5203846917651962,True
FXR1,Mac2,-3.2817991567864504,0.001031470452741545,0.633201053051148,False
FXR2,Mac2,-3.5300860813546793,0.0004154244805257882,0.3469721064353788,False
G3BP1,Mac2,-2.3035853310299332,0.021245932068896245,0.8320494463051897,False
G3BP2,Mac2,-3.944852770587132,7.984902339393947e-05,0.5509007944857665,True
GEMIN2,Mac2,-1.4517350419506343,0.14657529180718368,0.35361050072031386,False
GEMIN5,Mac2,-0.8217631180890443,0.4112117283914951,0.3042416681004463,False
GEMIN6,Mac2,-2.765722212254765,0.005679689404196576,-0.6245419569399453,False
GEMIN7,Mac2,-7.71071849693494,1.251113551369255e-14,-0.9102175444095639,True
GEMIN8,Mac2,-0.9580653598981781,0.3380298015409109,-0.31219938766606337,False
GRSF1,Mac2,-4.372436517216978,1.2286755030460747e-05,0.0006162796764623835,True
GTF2F1,Mac2,-7.875352502074666,3.39783508030379e-15,-0.886335799097183,True
HDLBP,Mac2,-8.479909737098929,2.2536871249410007e-17,-0.23334508771164764,True
HEPACAM,Mac2,0.0,1.0,0.0,False
HNRNPA1,Mac2,1.7757884588881447,0.07576779066772385,0.9101559991610495,False
HNRNPA2B1,Mac2,11.141636952927918,7.866007589600478e-29,1.008078919262605,True
HNRNPA3,Mac2,-3.556494640705199,0.00037583614379688336,0.08224175875133533,False
HNRNPAB,Mac2,-4.593140308191824,4.366252833724224e-06,0.22812098888154786,True
HNRNPC,Mac2,1.8899803086310811,0.058760593696457156,1.1567523298094304,False
HNRNPD,Mac2,-0.5942442150237413,0.5523487838735404,1.119980153163512,False
HNRNPDL,Mac2,6.189980445068432,6.017167929234331e-10,1.8107367549096036,True
HNRNPF,Mac2,1.7959240173372215,0.07250660213977321,0.4793870113315464,False
HNRNPH1,Mac2,13.297664781272054,2.388109867067535e-40,2.157514586996678,True
HNRNPH2,Mac2,-1.2830352028933067,0.19947974318507466,1.1924004354628046,False
HNRNPK,Mac2,6.127018102687281,8.954128805821728e-10,0.6778525529310748,True
HNRNPL,Mac2,-0.9829379375464925,0.32563798472044325,0.9049505396362587,False
HNRNPLL,Mac2,-3.1024894273155708,0.0019190040252140758,0.7457014424219688,False
HNRNPM,Mac2,-0.30828056281906724,0.7578688549153405,0.9003850101664925,False
HNRNPR,Mac2,-4.243142998637234,2.2041088670692497e-05,0.19496700615249285,True
HSPA5,Mac2,3.3360231830970726,0.0008498607639524276,0.43322826626543254,False
HSPA8,Mac2,-1.4794085274088524,0.13903116241543023,-0.02224808374773879,False
HTATSF1,Mac2,-4.818090636813944,1.4493853175110305e-06,-0.20452262411767475,True
IGF2BP1,Mac2,-0.024111040501842974,0.980764036836504,-0.09699631533679776,False
IGF2BP2,Mac2,-5.369391901222251,7.900257388312183e-08,-1.589430819225878,True
IGF2BP3,Mac2,-0.13980014971919769,0.8888178949988098,0.813188859684962,False
IK,Mac2,-8.933876228260768,4.1133749585766536e-19,-0.32529292138498445,True
ILF2,Mac2,-5.068494376501178,4.0097482726146436e-07,0.21901398641738812,True
ILF3,Mac2,-1.7906319795397077,0.07335237167946289,0.8820534624326806,False
INTS6,Mac2,-2.155782587568154,0.03110064575003894,0.7944451223749587,False
ISY1,Mac2,-0.33972301178185604,0.7340651304628403,1.2144438671799058,False
KHDRBS1,Mac2,-0.4752249942167316,0.6346266139056835,0.8966865055822639,False
KHDRBS2,Mac2,0.0,1.0,0.0,False
KHDRBS3,Mac2,0.10635705232076344,0.9152990670251104,1.1547530199279878,False
KHSRP,Mac2,-1.059930633795686,0.28917615789800233,1.0720722153747717,False
KIN,Mac2,-1.3073656693526077,0.19108855103369105,0.9479957278108531,False
KRR1,Mac2,-1.6952075028640519,0.09003606411348195,0.9815779486122969,False
LARP1B,Mac2,-1.4457589114622225,0.1482448343531075,0.4273247408762533,False
LARP4B,Mac2,-4.119941777229263,3.7896814947641126e-05,0.3078945823877115,True
LARP6,Mac2,-0.03616656075276446,0.9711495491901023,-0.13765173093713676,False
LARP7,Mac2,-5.923248832664479,3.1564267304770972e-09,-0.14211070466640585,True
LENG9,Mac2,-0.7109142873450254,0.4771373518519446,0.4862126576904702,False
LIN28A,Mac2,-0.012055520250921487,0.9903813195093074,-0.06567295813957919,False
LSM10,Mac2,-6.45546003877395,1.0789064855891607e-10,-1.6204034260622526,True
LSM11,Mac2,-1.6197507883170637,0.10528582141326794,0.7409743010340777,False
LSM2,Mac2,-8.43879963859873,3.206131373819688e-17,-1.2342234860586716,True
LSM3,Mac2,-8.139709151174369,3.9622857254219227e-16,-0.4743062646425198,True
LSM4,Mac2,-9.533193055124567,1.525184053172798e-21,-0.2203538775866276,True
LSM5,Mac2,-3.9198123966184086,8.861792414748798e-05,0.5383243832071454,True
LSM7,Mac2,-10.076956392523732,6.985650567873681e-24,-0.6370186649110323,True
LUC7L,Mac2,-0.2988323392391159,0.7650679746103165,1.1181535818192438,False
LUC7L2,Mac2,1.1321734034363793,0.25756153946451976,0.7949306290515006,False
LUC7L3,Mac2,-3.032298935747572,0.00242698722599433,0.6730962772609228,False
MAGOH,Mac2,-6.674731107320689,2.4768587467515113e-11,-0.01096358900130312,True
MAGOHB,Mac2,-1.6389053836622107,0.10123296633784891,0.4128687047263533,False
MAK16,Mac2,-3.9730038301880524,7.097190749244088e-05,-0.15137708334573308,True
MATR3,Mac2,1.3425899892292295,0.17940477366607033,1.1806287209748536,False
MBNL1,Mac2,13.607507140611851,3.613605621136036e-42,1.2494747353415434,True
MBNL2,Mac2,-4.793282596211941,1.640742470420389e-06,0.3828902920897823,True
MBNL3,Mac2,0.21162988226349969,0.8323957946475182,1.7484338213469077,False
MCM3AP,Mac2,-0.762789165169922,0.4455891438227202,0.7759775265354567,False
MCTS1,Mac2,-7.350369445152043,1.9765975880595558e-13,-0.08371479294983164,True
METTL3,Mac2,-2.361268543022833,0.018212536877494002,0.3086156301730165,False
MEX3A,Mac2,0.05210721119161675,0.9584432670740388,0.42575265631014103,False
MEX3B,Mac2,0.03322367144097635,0.9734962214600519,1.9698221228257857,False
MEX3D,Mac2,-1.1841257257168494,0.23636329796882238,-0.019000252816156138,False
MFAP1A,Mac2,-1.9276312214490017,0.0539010125619757,0.7046620622767179,False
MKRN1,Mac2,-8.583491696428313,9.203595181138699e-18,-0.2216015695250242,True
MKRN2,Mac2,-2.2745178453713946,0.022934869391108854,0.20249518565378954,False
MKRN3,Mac2,0.0,1.0,0.0,False
MOV10,Mac2,-2.392349584526279,0.01674088846722542,-0.580926473986247,False
MSI1,Mac2,-0.006027760125460743,0.9951905723838934,-0.05230870887638163,False
MSI2,Mac2,1.103183362233414,0.2699475450477449,1.7389196654371357,False
MTHFSD,Mac2,-2.3227399263750805,0.020193128011253298,-0.9890473434728508,False
MYEF2,Mac2,1.7500123625914743,0.08011618052821741,2.407482414419652,False
NAA38,Mac2,-11.624541855655675,3.0924794810167775e-31,-1.5357987879424488,True
NCBP2,Mac2,-5.1714180579581885,2.3232414663239311e-07,-0.29891138930631467,True
NCL,Mac2,-5.028933167112448,4.932162483161878e-07,-0.04992512913022473,True
NDRG1,Mac2,-0.7833893903524388,0.4333984845578249,1.580755627439843,False
NDRG2,Mac2,-0.1506940031365186,0.8802171040161665,-0.6020277425418277,False
NELFE,Mac2,-6.775654140342054,1.238446239773e-11,-0.6462859760206685,True
NIP7,Mac2,-4.972514881227246,6.608989625614358e-07,0.3410321684414859,True
NKAP,Mac2,-5.163673612400852,2.421497772695062e-07,-0.7186609431796258,True
NKTR,Mac2,0.9187493912854299,0.3582266690181113,0.8591250340943493,False
NOA1,Mac2,-2.238286747572319,0.02520236177221481,-0.5980158434882852,False
NOL3,Mac2,-0.205718288821399,0.8370109716949011,-0.38714260805303696,False
NONO,Mac2,-7.058507106914531,1.6830089161271982e-12,0.16967719571177486,True
NOVA1,Mac2,-0.055346970916436124,0.9558620421083078,-0.28873287884734805,False
NSUN6,Mac2,-1.1264812359517364,0.2599618785811906,0.6641985629313352,False
NUDT21,Mac2,-7.273338026675063,3.507112551445495e-13,-0.31937537622064216,True
NUPL2,Mac2,-0.910630630859488,0.36249002558352295,-0.3707185007969409,False
NXF1,Mac2,-1.4453200595473066,0.14836800595082783,1.0242699534245094,False
NXF2,Mac2,-0.030138800627303716,0.9759563563499302,-0.1282177126232897,False
NXF7,Mac2,-0.05424984112914669,0.9567361116407747,-0.1775699265577198,False
NXT1,Mac2,-5.6799054458436835,1.347692231455835e-08,-0.5549596210095951,True
PABPC1,Mac2,8.500768110466689,1.8834026877958057e-17,0.6201907772002357,True
PABPC4,Mac2,-2.288999958563615,0.022079354793489988,0.4996393824904617,False
PABPC5,Mac2,-0.006027760125460743,0.9951905723838934,-0.010597318255983647,False
PABPC6,Mac2,0.0,1.0,0.0,False
PABPN1,Mac2,-0.7106948613875674,0.4772733446497265,0.9310283840450584,False
PAPOLA,Mac2,-5.382609088306773,7.341385734158033e-08,0.24054585443366694,True
PARN,Mac2,-2.6158542833110294,0.008900453230394335,-0.821561701589522,False
PCBP1,Mac2,-4.420155209259437,9.863003599334454e-06,0.14484776458081328,True
PCBP2,Mac2,8.103039201460378,5.36029566057329e-16,1.001815882281056,True
PCBP3,Mac2,-0.6002977899677264,0.5483077913445302,0.2334479225409254,False
PCBP4,Mac2,-0.44592517519147273,0.65565129631988,0.2881687624918521,False
PDCD11,Mac2,-1.7220678215387495,0.08505723338290176,0.4396979959987437,False
PHAX,Mac2,-9.105583493676196,8.580395567256027e-20,-0.9154987130538013,True
PIWIL1,Mac2,0.0,1.0,0.0,False
PIWIL2,Mac2,0.008570519750119772,0.9931617983287522,0.3308113892092037,False
PLRG1,Mac2,-3.2828833791644776,0.0010275116353859082,0.5160597764960073,False
PNN,Mac2,-2.2376930067462566,0.025241081617454437,0.8680787172933231,False
PNO1,Mac2,-7.310950217265197,2.6525980393097846e-13,-1.0515829499690392,True
PNPT1,Mac2,-1.3951618671542865,0.1629670332724963,0.8980625564020182,False
POLDIP3,Mac2,-2.61452482015702,0.008935166824727588,0.8214993853754944,False
PPAN,Mac2,-4.572875675650126,4.81075612328595e-06,-0.06017267440733587,True
PPARGC1A,Mac2,-0.04822208100368595,0.9615392525603039,-0.2433208551946638,False
PPARGC1B,Mac2,-0.45234015759480034,0.6510239504495801,0.7839839691089141,False
PPIE,Mac2,-4.267989761467025,1.9724237835034442e-05,0.3771738344501214,True
PPIG,Mac2,-4.922756818521355,8.533346716124359e-07,0.2682597999793659,True
PPIH,Mac2,-5.6373626249153785,1.7267425357135582e-08,-1.1515202783097847,True
PPIL1,Mac2,-4.795812448427338,1.6201681650509924e-06,-0.5397322342618085,True
PPIL2,Mac2,-6.597790040708544,4.173317056896627e-11,0.08472230864045649,True
PPIL3,Mac2,-4.6540245576817565,3.2551800824577444e-06,-0.6064422350016239,True
PPIL4,Mac2,-1.6394087726234376,0.10112815584853192,1.0814136325927572,False
PPM1G,Mac2,-7.972312960452527,1.5573182505114788e-15,-0.18780751935449658,True
PPP1R8,Mac2,-0.43456665504071157,0.6638770030458403,1.5911948294377294,False
PPP4R2,Mac2,-2.164546718457207,0.030422415147132228,0.8190362858319755,False
PPRC1,Mac2,-0.3781870913832972,0.7052916141949864,1.1499537588517117,False
PPWD1,Mac2,-1.2176204527523324,0.2233682384633784,1.0728082964112846,False
PRKRA,Mac2,-6.98697424478326,2.808777781477619e-12,-1.2038056117952443,True
PRMT1,Mac2,-6.757970989652801,1.3993753980451584e-11,0.20733218731161518,True
PRMT5,Mac2,-1.7096896160562722,0.08732328394231281,1.0400570300451517,False
PRMT7,Mac2,-4.7174257519778235,2.388475233462518e-06,-0.5031618275540897,True
PRPF18,Mac2,-1.1367684411337327,0.25563509949756746,0.9144666470924561,False
PRPF19,Mac2,-6.1046882846636255,1.0300150374673834e-09,-0.31691506274631287,True
PRPF3,Mac2,-2.279732438713335,0.022623562155965875,0.2919170910551605,False
PRPF31,Mac2,-7.199030071552413,6.064237707553609e-13,-0.6939931143560685,True
PRPF38A,Mac2,-3.0951322040361005,0.001967251895243106,0.2581717660310918,False
PRPF38B,Mac2,-1.4435388370691191,0.14886874032462286,0.7268160275957811,False
PRPF39,Mac2,1.9841785814268251,0.04723593538526702,1.8239569607574584,False
PRPF4,Mac2,-1.1541934436377412,0.2484208699503525,1.2065770145628596,False
PRPF40A,Mac2,-7.128052228019418,1.0179915271104549e-12,0.07628725187892371,True
PRPF40B,Mac2,-0.37248201648939216,0.7095339990611365,0.360414502454081,False
PRPF6,Mac2,-3.0831541282407526,0.002048190443754458,-0.046904447350295086,False
PRPF8,Mac2,-4.171777932826372,3.0223211385522298e-05,0.32744699188918513,True
PRR3,Mac2,-0.9951096244807741,0.31968295017179293,0.5602116232393173,False
PSPC1,Mac2,-1.242170345169091,0.21417371854010403,0.9744204308436251,False
PTBP1,Mac2,-3.8146041037219836,0.00013640142762418747,0.3334585177279674,False
PTBP2,Mac2,0.8839639233237239,0.37671568806141487,1.4782216856223576,False
PTBP3,Mac2,5.928127833365601,3.064079322888606e-09,1.2557165620690878,True
PUF60,Mac2,-5.619524585314978,1.91483630828918e-08,0.2061461611525619,True
PUM1,Mac2,-0.6148702550247825,0.5386404079153158,1.0950974525272539,False
PUM2,Mac2,1.726107840637827,0.08432801353397973,1.3822916445610565,False
QK,Mac2,-3.8032068613434356,0.00014283498721387285,0.3765301166250845,False
RALY,Mac2,-9.913019387484166,3.6543221487744956e-23,-0.38032362809630715,True
RALYL,Mac2,0.0,1.0,0.0,False
RAVER1,Mac2,-0.24111040501842973,0.8094695486052041,-0.7681856278000667,False
RAVER2,Mac2,0.13634096403692042,0.8915517415985517,1.1160927749895122,False
RBFOX1,Mac2,0.0,1.0,0.0,False
RBFOX2,Mac2,-0.16481470886939664,0.8690898263679384,-0.4611451717195977,False
RBM11,Mac2,0.10032929219530269,0.9200829030033293,1.5650539744241796,False
RBM12B2,Mac2,-0.16046491194802562,0.8725148596366137,1.9144947655136901,False
RBM14,Mac2,-2.8939702306842685,0.003804042255386907,0.2941476783464383,False
RBM15,Mac2,1.1415183677422327,0.25365427286987985,1.8959898458769517,False
RBM15B,Mac2,-1.2738580349078623,0.20271373313553076,0.3074449218049651,False
RBM18,Mac2,-1.994788471840377,0.046065955221923145,0.5812569844279478,False
RBM25,Mac2,-1.816898557388343,0.06923264763115626,0.5647738540016016,False
RBM26,Mac2,-0.0676735467618644,0.9460455076486609,1.358468556347094,False
RBM28,Mac2,-2.431123441950014,0.015052085363146733,0.6846982491241072,False
RBM3,Mac2,1.631406178880856,0.1028046419837228,0.24270672931758064,False
RBM34,Mac2,-1.7210481362070336,0.08524208938509786,0.9549195237292629,False
RBM38,Mac2,2.100513061107291,0.03568373288751029,2.5439962448286857,False
RBM39,Mac2,8.315340269005514,9.148939055869884e-17,0.9297782805060599,True
RBM4,Mac2,-0.24234951630760368,0.8085093486018945,0.7293603537148003,False
RBM41,Mac2,-0.11608923890448379,0.9075818172596464,0.1366625328073725,False
RBM42,Mac2,-11.028981084887187,2.769853179259645e-28,-0.8942838488365075,True
RBM43,Mac2,-2.7245733915267807,0.006438461902485024,-0.1906166060576533,False
RBM44,Mac2,-0.043214006209941265,0.9655309401779308,-0.04362981151105694,False
RBM45,Mac2,0.09066164265789349,0.9277614497906064,1.3666929573932896,False
RBM47,Mac2,-2.8470001683790187,0.00441333390335331,0.5943228464228936,False
RBM4B,Mac2,-0.8623956424465399,0.3884698376364598,0.9407751604036934,False
RBM6,Mac2,-2.858758818216909,0.004253020049870655,0.6109251309902897,False
RBM7,Mac2,-4.853134252960895,1.2152536131138806e-06,0.40975355085313137,True
RBM8A,Mac2,-5.5513089273641,2.8353851139771424e-08,0.4159907190991836,True
RBMS1,Mac2,2.9631926665576,0.003044659323071631,1.001194916317699,False
RBMS2,Mac2,-2.9700981305128926,0.002977046345437524,-0.5187981104539725,False
RBMS3,Mac2,0.004853185882597944,0.9961277331144249,0.029590884807010776,False
RBMX2,Mac2,-2.1385770110216034,0.03246994098833924,0.10058899145060751,False
RBMY,Mac2,0.0,1.0,0.0,False
RBPMS,Mac2,0.7396203655442217,0.45953038073495656,1.3037410213989844,False
RBPMS2,Mac2,-0.31377911916477663,0.7536888045162584,0.9141269112955066,False
RCAN2,Mac2,-0.006027760125460743,0.9951905723838934,-0.06815155418356669,False
RDM1,Mac2,-3.8557658318592303,0.00011536788465414991,-0.28184503630119373,False
RLIM,Mac2,-0.6485456857899369,0.5166320720170485,1.054144017085326,False
RNPC3,Mac2,-1.5299926643075261,0.12601854470967397,0.5841000038274928,False
RNPS1,Mac2,-2.3346018354870686,0.019564230584140235,0.8544072540106535,False
RP9,Mac2,-6.560771590944473,5.353006224627584e-11,0.15888070277829858,True
RPL5,Mac2,6.312123258916901,2.752328702812053e-10,0.3744064586842413,True
RPS13,Mac2,-10.7798939009447,4.283795858678793e-27,-0.408170044865372,True
RPS26,Mac2,5.195154783591427,2.0454957930788512e-07,0.28398062829787385,True
RPS3,Mac2,-17.304563468182717,4.3456231558125764e-67,-0.7918313157835364,True
RRP7A,Mac2,-7.992655037449799,1.3206327431000776e-15,-1.0223763279343947,True
RSRC1,Mac2,-5.90361666317663,3.556179394120714e-09,-0.29376338426912163,True
SAMD14,Mac2,-0.06027760125460743,0.9519345411109505,-0.2252095190600902,False
SAMD4B,Mac2,-2.1859601104232445,0.028818523826705685,0.7996065211821684,False
SART1,Mac2,-4.939859135793808,7.817902781437803e-07,0.028200975102135928,True
SART3,Mac2,-1.374471290106934,0.16929541732649023,0.7976440914379497,False
SCAF11,Mac2,-4.167686284090246,3.0770702214435714e-05,0.36786893396854126,True
SCAF8,Mac2,1.3276690241220932,0.18428747092933417,1.8855141948154932,False
SF1,Mac2,4.23431433070187,2.2925010038498944e-05,1.4943669630302425,True
SF3A1,Mac2,-2.8900980079056,0.003851217371705044,0.420292574937319,False
SF3A2,Mac2,-5.585591006364579,2.3290678155169028e-08,0.18904399598377264,True
SF3A3,Mac2,-5.42968240988612,5.6454424944460636e-08,0.16641471681987063,True
SF3B1,Mac2,4.2464989250454135,2.1713682159506695e-05,0.9780633749040479,True
SF3B3,Mac2,-2.443604906706589,0.014541341273328299,0.9953196321444899,False
SF3B4,Mac2,-8.591455567943107,8.58744168653133e-18,-0.4130267648490715,True
SF3B5,Mac2,-13.972722285686608,2.28714356733702e-44,-0.7170216139742456,True
SFPQ,Mac2,2.113497914825093,0.034558173296032266,0.9004175288344571,False
SFSWAP,Mac2,-1.2432932897749052,0.2137597760226596,1.0805172568495998,False
SKIV2L2,Mac2,-2.870917597741928,0.00409282200249951,0.22064705136014862,False
SLBP,Mac2,0.25706396286654426,0.7971293963732606,1.3003881480172792,False
SLU7,Mac2,-4.178515600461256,2.9341787332762154e-05,0.4930756465542512,True
SMN1,Mac2,-6.224623931528254,4.827124529770456e-10,-0.5881141115571298,True
SMNDC1,Mac2,-2.977855483479492,0.0029027281558573178,0.7216708170945072,False
SMU1,Mac2,-6.521829937200329,6.94547397347753e-11,0.07469359007007803,True
SND1,Mac2,-5.276252035986009,1.318527175432815e-07,0.38242781536581827,True
SNRNP200,Mac2,-3.1143126141997723,0.0018437402821703636,0.462718604805727,False
SNRNP25,Mac2,-4.917903632638757,8.747595457709618e-07,-0.04308913911462042,True
SNRNP27,Mac2,-7.148742805066771,8.75762373084635e-13,-0.4290731053858048,True
SNRNP35,Mac2,-3.380657004325859,0.0007231274888634488,-0.6637837521258603,False
SNRNP40,Mac2,-3.7040392359817336,0.00021219341615158631,0.6132494284764114,False
SNRNP48,Mac2,-1.8664242867275138,0.06198202783143187,0.9023763434183403,False
SNRNP70,Mac2,6.884321618920756,5.806356023971308e-12,1.1127593378084626,True
SNRPA,Mac2,-7.371447244477262,1.687855568586599e-13,0.08676183266290582,True
SNRPA1,Mac2,-8.734198606974093,2.4538962812503284e-18,-0.6106856880811584,True
SNRPB,Mac2,-8.690365045119565,3.612767420964813e-18,-0.1999362538260785,True
SNRPB2,Mac2,-6.799016551106687,1.0533571711247816e-11,0.04798828872896799,True
SNRPC,Mac2,-9.592851100734586,8.568391894425385e-22,-0.512350919880932,True
SNRPD1,Mac2,-10.175749703016828,2.5443308126461055e-24,-0.4338164460418712,True
SNRPD3,Mac2,-5.472522101227457,4.43675405828756e-08,0.48297421126636486,True
SNRPE,Mac2,-5.557801354223002,2.7319404507332314e-08,0.050246462159820204,True
SNRPG,Mac2,-6.233078284595013,4.573574655508865e-10,0.1255700913390303,True
SNRPN,Mac2,-0.03616656075276446,0.9711495491901023,-0.09211600215585612,False
SNU13,Mac2,-8.683369229299437,3.842146054808697e-18,-0.11424468594476078,True
SNUPN,Mac2,-1.0831123408306484,0.278758561962813,0.1594508180918699,False
SPECC1L,Mac2,-2.42785786740667,0.015188294217522066,0.4676895428176566,False
SPEN,Mac2,-3.8746235567913465,0.00010678965043384045,0.1524978231132872,False
SRBD1,Mac2,-1.0364133341199055,0.30000935227002157,0.7651752398765503,False
SREK1,Mac2,-1.332057543271251,0.1828412803192181,0.8832067258925971,False
SREK1IP1,Mac2,-3.258501283068128,0.0011200236986117973,0.389966216323252,False
SRPK1,Mac2,-3.8020581019190973,0.00014349906258176218,0.35225595707154156,False
SRPK2,Mac2,-3.4458394211001133,0.0005692885358220345,0.5474259626018956,False
SRRM1,Mac2,-4.590674993022739,4.4181485377626374e-06,0.38099142250149765,True
SRRM2,Mac2,0.7089136389093799,0.47837807078080197,0.5152206582555401,False
SRRM4,Mac2,0.0,1.0,0.0,False
SRRT,Mac2,0.6115788656629142,0.5408164245184495,1.4695796803038519,False
SRSF1,Mac2,-0.030280782129188232,0.9758431231836197,1.4550386554216077,False
SRSF10,Mac2,-1.8829328631739042,0.05970946692063871,0.9971140407538304,False
SRSF11,Mac2,-2.2938144222184262,0.02180116065107817,0.5691922591263214,False
SRSF12,Mac2,-0.01808328037638223,0.985572416098716,-0.08344166271102053,False
SRSF2,Mac2,12.229821905598621,2.1541039481004397e-34,1.6475687563798358,True
SRSF3,Mac2,3.985227146759383,6.741560437823697e-05,0.8700547476999043,True
SRSF4,Mac2,-2.3335950575646147,0.019616935640168524,0.7797611101272519,False
SRSF5,Mac2,11.40813623196515,3.808011266194396e-30,1.4705832463116053,True
SRSF6,Mac2,4.29008724612396,1.786029395445852e-05,1.5428113622190978,True
SRSF7,Mac2,4.102323163586321,4.090224426374877e-05,1.4365028800811288,True
SRSF9,Mac2,-9.401253517646065,5.391684600054762e-21,-0.2542252819040023,True
SSB,Mac2,-4.191913491275449,2.7661147883129355e-05,0.5000882745911897,True
STAU1,Mac2,-2.725257484217679,0.006425135861065432,0.6325509498344415,False
STAU2,Mac2,-2.605825226314278,0.009165321543053169,-1.0797727573835028,False
STOX2,Mac2,-0.19949691755700483,0.8418740543274122,0.4713254268555498,False
STRAP,Mac2,-8.198476585545295,2.4345247149108683e-16,-0.25900880423429573,True
STRBP,Mac2,0.2277641438412854,0.8198296031283236,1.735081007022945,False
SUB1,Mac2,5.097832917754224,3.435638484835799e-07,0.7890078946201751,True
SUGP1,Mac2,-2.404714882599494,0.016185087767933565,0.30531521387771754,False
SUGP2,Mac2,-0.5359285399769925,0.5920079389668353,1.1520733242755967,False
SUPT6,Mac2,-2.3533950233728733,0.018602859765729007,0.722084631131966,False
SYF2,Mac2,-4.198986751551151,2.6811200480117602e-05,0.5125680319788808,True
SYNCRIP,Mac2,-0.5907204922951529,0.5547077151464543,1.1863608435882593,False
SYNJ2,Mac2,-2.6582809375559746,0.007854039168344824,-0.1516471854841801,False
TAF15,Mac2,1.893207160946638,0.05833032548452881,1.5195162550122134,False
TARBP2,Mac2,-4.003658927185845,6.237026763046499e-05,0.5424544311823647,True
TARDBP,Mac2,0.863983253785794,0.38759708997001474,1.2775647690953464,False
TCERG1,Mac2,-3.6685825827383916,0.00024389891355480956,0.5236678236018264,False
TDRD3,Mac2,-1.0631574861112432,0.2877105384953369,0.8731612411362879,False
TDRD7,Mac2,-2.5007072852826884,0.012394557544201743,0.21777727564317395,False
TFIP11,Mac2,-3.5222125617047197,0.0004279608518689904,-0.6926381107755799,False
THOC1,Mac2,-2.4398488506112805,0.014693408281095185,0.4539556494793189,False
THOC3,Mac2,-4.133107334676736,3.5789148554402014e-05,-0.6552677972007457,True
THOC5,Mac2,-4.309577434109925,1.6356678075405294e-05,0.04478430277964396,True
THOC7,Mac2,-6.476912152967773,9.361865984698234e-11,0.02443763981096403,True
THRAP3,Mac2,-3.0747901270388285,0.002106507282923621,0.5206165610746618,False
THUMPD1,Mac2,-2.9005917316357914,0.003724588038577401,0.5732578370284269,False
THUMPD3,Mac2,-4.9100172055795355,9.106840229027844e-07,-0.3089910112285752,True
TIA1,Mac2,-1.2798599802147985,0.2005943845607313,0.6870694405374405,False
TIAL1,Mac2,-3.00790393224196,0.002630562795686094,0.9596147703147944,False
TJP2,Mac2,-2.7641475083247733,0.0057071732799292086,-0.21967301412829165,False
TMEM63A,Mac2,-2.1218361012084928,0.03385150387632283,0.18258340839339482,False
TNPO1,Mac2,-1.0464552985259192,0.2953508730919556,1.180763912710293,False
TNRC6A,Mac2,-0.8608854755628591,0.38930112192385546,0.9537979709919906,False
TOE1,Mac2,-1.9976797315151162,0.045751392983669946,0.01378574291393786,False
TOPORS,Mac2,-3.637501541234945,0.000275295545518991,0.07375479621972225,False
TRA2A,Mac2,2.965761241000784,0.0030193479122118407,1.111274116987083,False
TRA2B,Mac2,5.087571527390752,3.6267761782035226e-07,1.3084116322623744,True
TRMT1,Mac2,-6.281351995235748,3.356412386550481e-10,-0.2618217439777455,True
TRMT2A,Mac2,-4.037773209865915,5.396098233209516e-05,-0.582784875623152,True
TTC14,Mac2,-1.9730782094613086,0.048486652486075636,0.6979993725178435,False
TXNL4A,Mac2,-8.10014794178564,5.489239341773014e-16,-1.2126029956502435,True
TXNL4B,Mac2,-0.4252604129626448,0.6706468484319568,0.4597111236295923,False
U2AF1,Mac2,-2.8024437916058056,0.00507170533113035,0.6864975363807853,False
U2AF1L4,Mac2,-0.8022213004660302,0.422424957095618,-0.902976067975819,False
UHMK1,Mac2,-2.8760805614468197,0.004026469313843013,0.7042113990397851,False
UNK,Mac2,-0.8039638007164311,0.4214178813929085,0.8429093070857667,False
UNKL,Mac2,0.4775870501117194,0.6329441497124524,1.4581971963466303,False
USP39,Mac2,-3.088252554899333,0.0020133728581158204,0.7808272718021216,False
WBP4,Mac2,-7.075260924136903,1.4916782139591205e-12,-0.31614038629086405,True
WDR83,Mac2,-3.989473684406656,6.622006501634731e-05,-1.2638928997597318,True
WTAP,Mac2,-3.778669876335939,0.00015766827806694086,0.6035580775127913,False
XAB2,Mac2,-3.274222507549522,0.0010595314545643745,0.3840765867507052,False
YBX1,Mac2,-21.963647730295268,6.41379892039272e-107,-1.288221265958562,True
YBX2,Mac2,-0.012055520250921487,0.9903813195093074,-0.0928329050216666,False
YTHDF1,Mac2,-2.317848018264696,0.02045758236808712,1.0552659752070825,False
YTHDF2,Mac2,-4.272933299214458,1.9291817923279127e-05,-0.005352088174735314,True
YTHDF3,Mac2,0.8528183447739662,0.39376004916080254,1.5023914107058847,False
ZC3H10,Mac2,-0.9705468246547531,0.33177399676546526,0.9233807762316357,False
ZC3H11A,Mac2,0.8671326616457777,0.38586932662337503,2.5829733431178092,False
ZC3H12A,Mac2,1.6189892511705921,0.10544957585642646,1.3721157816397982,False
ZC3H12D,Mac2,-0.31321119315723855,0.7541202150583495,0.762122926493821,False
