gene,cellType,score,pval,log2foldchange,sig
DNAJC8,Mac1,-5.646490937257481,1.637557937319404e-08,-0.1682854839034924,True
DND1,Mac1,-0.06577796602581468,0.9475545988008078,0.1507470367979019,False
DPPA5A,Mac1,0.0,1.0,0.0,False
DROSHA,Mac1,0.11418026622937735,0.909094894860406,0.7602507360563924,False
DUS3L,Mac1,-1.438802704015809,0.1502064300630035,0.3297903320666231,False
EEF1A1,Mac1,-23.490680517517916,5.079163397240691e-122,-0.4584870683918041,True
EFTUD2,Mac1,-4.938132327513503,7.88743168648451e-07,-0.07288691275797188,True
EIF2AK2,Mac1,1.0788018005246471,0.2806760920418725,1.002303781313377,False
EIF2D,Mac1,-3.15561606118765,0.0016015953197956933,-0.5957837340591063,False
EIF2S1,Mac1,-10.143148126938334,3.554560213826074e-24,-0.5998658734619706,True
EIF2S2,Mac1,-4.030347609390589,5.5694427537033885e-05,-0.09040500070398227,True
EIF3A,Mac1,-3.4062309561358113,0.0006586643376943276,-0.037341361569340314,False
EIF3B,Mac1,-8.723635038975738,2.694104604640998e-18,-0.41665043434220994,True
EIF3G,Mac1,-10.372118496480484,3.3207976240108006e-25,-0.6839875803050921,True
EIF4A1,Mac1,-23.72162112994488,2.1574985574391422e-124,-0.9632403921201806,True
EIF4A3,Mac1,-6.208826402909921,5.338175139879261e-10,-0.24439087806185622,True
EIF4B,Mac1,-3.5426937311815214,0.0003960623891077927,-0.022188597986483316,False
EIF4H,Mac1,-3.331493076038587,0.0008638144891759125,0.018480137043877853,False
ELAVL4,Mac1,0.27245644464265556,0.7852710769950518,0.8390571536257101,False
ENOX1,Mac1,-0.03617741220874931,0.9711408966433124,-0.11396937911037754,False
ENOX2,Mac1,-0.10969561813918488,0.9126507756633571,0.7252531170653476,False
EPB41L4A,Mac1,-0.018088706104374654,0.9855680877020938,-0.03479877496012804,False
ESRP1,Mac1,0.0,1.0,0.0,False
ESRP2,Mac1,-0.009044353052187327,0.9927837487192901,-0.0094291564203984,False
EWSR1,Mac1,-5.433357567665635,5.530343013968779e-08,-0.19816982868743516,True
FLYWCH1,Mac1,-2.5010075537631535,0.01238405369521638,-0.22847337208986396,False
FMR1,Mac1,-0.4896053568759291,0.6244131850686241,0.3632595764137898,False
FRG1,Mac1,-2.1391677569128333,0.03242208448006436,0.22118904550247453,False
FUBP1,Mac1,-7.742716781390375,9.731465303851555e-15,-0.42161831045181497,True
FUS,Mac1,3.2279333571692472,0.0012468801899991246,0.26036691424425396,False
FXR1,Mac1,-3.4908857254199255,0.00048142211966236185,0.1235813309479159,False
FXR2,Mac1,-5.452009200308528,4.980387871699981e-08,-0.42926037241102666,True
G3BP1,Mac1,-7.910525182522557,2.5630532157282586e-15,-0.37941709160282233,True
G3BP2,Mac1,7.465747542330601,8.282801817284445e-14,0.8629809258228898,True
GEMIN2,Mac1,-1.7510768191496293,0.07993267858881634,-0.3481186063927102,False
GEMIN5,Mac1,-1.3499259856928103,0.17703972538264634,-0.2509067272730614,False
GEMIN6,Mac1,-3.0119478264489103,0.002595772076584015,-0.4955672105993436,False
GEMIN7,Mac1,-4.110058007244721,3.9555973767834145e-05,0.04118401022463125,True
GEMIN8,Mac1,-1.523326123774269,0.12767713451005477,-0.631711053190579,False
GRSF1,Mac1,-3.867361612271711,0.00011001922525145711,0.009123427939499607,False
GTF2F1,Mac1,-7.96776542938085,1.6156916906520467e-15,-0.5244970118218699,True
HDLBP,Mac1,-1.3934964997740944,0.16346970274780648,0.23234347012005863,False
HEPACAM,Mac1,0.0,1.0,0.0,False
HNRNPA1,Mac1,-10.679194923241988,1.2737145090790128e-26,-0.6116347056017126,True
HNRNPA2B1,Mac1,-2.1787696388975664,0.02934878547435521,-0.08324670279818847,False
HNRNPA3,Mac1,-6.330887640678549,2.437548064004011e-10,-0.2811436999497925,True
HNRNPAB,Mac1,-8.715585189474933,2.8926059785571583e-18,-0.4127424945030089,True
HNRNPC,Mac1,-5.045172808812678,4.5311165517429014e-07,-0.15521468278262063,True
HNRNPD,Mac1,-4.8601200913839,1.1731456695613893e-06,-0.24818340978131026,True
HNRNPDL,Mac1,-5.794343592599203,6.85889102655967e-09,-0.3245367629072806,True
HNRNPF,Mac1,-8.470402535623467,2.4454646073626624e-17,-0.34507633450332875,True
HNRNPH1,Mac1,0.6468119748660234,0.5177536412381212,0.11029145098859061,False
HNRNPH2,Mac1,-3.04592982515744,0.002319619667284555,0.013199381772642127,False
HNRNPK,Mac1,-8.810184994272863,1.249395008272721e-18,-0.3348717029885062,True
HNRNPL,Mac1,-4.917275899261415,8.775682837700626e-07,-0.026643366182042882,True
HNRNPLL,Mac1,-6.524731394217182,6.812350515327098e-11,-0.5093894719825434,True
HNRNPM,Mac1,-4.530254521921395,5.891267014994407e-06,-0.14696280461206523,True
HNRNPR,Mac1,-3.953845892806008,7.690495294022735e-05,-0.011353907590588186,True
HSPA5,Mac1,-0.6946982590759446,0.4872444192971763,-0.16092477915881886,False
HSPA8,Mac1,-17.226649785397342,1.6758055110293073e-66,-0.49942738324484637,True
HTATSF1,Mac1,-2.8632789276263373,0.004192812861887189,0.16463407966762933,False
IGF2BP1,Mac1,-0.03617741220874931,0.9711408966433124,-0.10547442568889996,False
IGF2BP2,Mac1,-8.998024198067306,2.2981616994608323e-19,-3.3693234532390917,True
IGF2BP3,Mac1,-0.3395760522519379,0.7341758150928516,-0.37003201220225257,False
IK,Mac1,-4.6315343883097375,3.6296569558516632e-06,-0.026999370150171842,True
ILF2,Mac1,-6.196948652947194,5.756827095405695e-10,-0.3691602045632836,True
ILF3,Mac1,-5.167271575017208,2.375359983424405e-07,-0.3323377063007982,True
INTS6,Mac1,-5.153592460131223,2.555429867478617e-07,-0.7644277812646094,True
ISY1,Mac1,-3.051887464356754,0.002274073406589006,-0.02547094134741279,False
KHDRBS1,Mac1,-3.775829757108703,0.00015947588951035612,0.055484373645705354,False
KHDRBS2,Mac1,0.0,1.0,0.0,False
KHDRBS3,Mac1,-0.09044353052187326,0.9279347660606269,-0.310457070887269,False
KHSRP,Mac1,-1.9520322112915385,0.05093438043933135,0.14376408911060867,False
KIN,Mac1,-1.671685413000657,0.09458637206015494,0.10925958463917862,False
KRR1,Mac1,-2.3308067148422715,0.019763553893176158,-0.04771212718078566,False
LARP1B,Mac1,-0.7019881577497512,0.48268654869542793,0.37418628472286697,False
LARP4B,Mac1,-3.780295640980945,0.00015664224632510224,-0.03313589078786272,False
LARP6,Mac1,0.06665050216051739,0.9468599401870037,0.10890109107061838,False
LARP7,Mac1,-5.865872791426876,4.467762394813679e-09,-0.4243147152344475,True
LENG9,Mac1,-0.31484481299305217,0.7528794848741734,0.30045593080913724,False
LIN28A,Mac1,-0.018088706104374654,0.9855680877020938,-0.07148064264812734,False
LSM10,Mac1,-0.9402655793953959,0.34708135069898294,0.4674377945220831,False
LSM11,Mac1,-2.4047471156765954,0.016183660394175552,-0.13145421877229024,False
LSM2,Mac1,-7.086250616388771,1.3779417963827201e-12,-0.45815731344256605,True
LSM3,Mac1,-6.514880179793119,7.27477048078687e-11,-0.1800266886031654,True
LSM4,Mac1,-8.568445574415334,1.0489124463870357e-17,-0.3895302473174107,True
LSM5,Mac1,-5.528858054925195,3.2232200484896906e-08,-0.2901466171739635,True
LSM7,Mac1,-5.477537918830314,4.312846052694895e-08,0.0016986326545787023,True
LUC7L,Mac1,-3.186314321754825,0.0014409794987647777,0.07940998675678923,False
LUC7L2,Mac1,5.1278291888850545,2.9310218406503877e-07,0.4780751178835567,True
LUC7L3,Mac1,-3.294762119400295,0.0009850502803705394,0.0976055637067903,False
MAGOH,Mac1,-8.827616952748967,1.0692953787228032e-18,-0.45501399770307405,True
MAGOHB,Mac1,-3.497697136535992,0.00046929373426902543,-0.5217148530642426,False
MAK16,Mac1,-5.2062073272646945,1.9273929554511843e-07,-0.33239711102785297,True
MATR3,Mac1,-2.816677992346032,0.004852314777566719,0.05921150360453886,False
MBNL1,Mac1,3.9792526439111153,6.913224563081972e-05,0.23977416387014117,True
MBNL2,Mac1,-5.828034745929498,5.608390342805443e-09,-0.1671057010167809,True
MBNL3,Mac1,-0.6318099826145217,0.5275110497896053,-1.0540041700899527,False
MCM3AP,Mac1,-0.05758738489037947,0.9540772983960149,0.5458927781088132,False
MCTS1,Mac1,-6.418891822866844,1.3726990513157036e-10,-0.13919704234803287,True
METTL3,Mac1,-2.0640733566745477,0.03901076168351009,-0.020104537924725108,False
MEX3A,Mac1,-0.1718427079915592,0.8635611887894156,-0.43732639302184606,False
MEX3B,Mac1,-0.47064411463685174,0.6378948991258999,-0.4275686407784105,False
MEX3D,Mac1,-0.9035909154109558,0.36621236019176484,-0.14880440749085944,False
MFAP1A,Mac1,-1.3442873381986562,0.17885548840625143,0.33317747893470706,False
MKRN1,Mac1,-7.317200610924708,2.5319720002748035e-13,-0.1538984593681363,True
MKRN2,Mac1,-2.317352770571694,0.02048452287333165,-0.062067645830669704,False
MKRN3,Mac1,0.0,1.0,0.0,False
MOV10,Mac1,-1.6761137684369978,0.09371591036010785,0.12820625860151402,False
MSI1,Mac1,-0.009044353052187327,0.9927837487192901,-0.056957743166376223,False
MSI2,Mac1,0.1656598981768378,0.8684246065296575,0.4133387968524169,False
MTHFSD,Mac1,-1.9642758635043023,0.049498109183171615,0.3656446382168008,False
MYEF2,Mac1,-1.118019016041393,0.26355887183337523,-0.31394421330997435,False
NAA38,Mac1,-5.730836096945411,9.993679809747586e-09,-0.04973186245998917,True
NCBP2,Mac1,-2.7651326856357445,0.0056899646134979396,0.2891041318351828,False
NCL,Mac1,-4.537535038486226,5.69155762223071e-06,-0.12362522791105057,True
NDRG1,Mac1,-4.682695028552038,2.831275929564519e-06,-1.4571968248116787,True
NDRG2,Mac1,-0.10470433616432631,0.9166104211166204,0.23403972402392115,False
NELFE,Mac1,-5.568056506223989,2.5759629635849202e-08,-0.1902153071459205,True
NIP7,Mac1,-5.27846833059244,1.3026817435930908e-07,-0.2531653807029137,True
NKAP,Mac1,-2.7970600024786836,0.005156995506280137,0.15996680251652506,False
NKTR,Mac1,0.22197131624657673,0.8243362126535383,0.24070599454173003,False
NOA1,Mac1,-2.2894409963701823,0.022053742458129653,-0.3661006407790661,False
NOL3,Mac1,-0.19178907167304288,0.8479074315982682,-0.23546041840204857,False
NONO,Mac1,-5.164250535927161,2.4140418631566903e-07,-0.12846964150640616,True
NOVA1,Mac1,0.6394470193204144,0.5225321692943161,1.7388005135533873,False
NSUN6,Mac1,-0.9125602115913408,0.3614738885078326,0.11542236691817331,False
NUDT21,Mac1,-5.984809786906729,2.1664288721435394e-09,-0.18089014772775958,True
NUPL2,Mac1,-0.8981023816604065,0.36913096942300117,0.2008852370525216,False
NXF1,Mac1,0.4691992698546558,0.6389272073402527,0.42797530942463524,False
NXF2,Mac1,0.015283455520760535,0.9878060415250743,0.16529528327828202,False
NXF7,Mac1,-0.020837664034136984,0.9833751527002916,0.05771384279981959,False
NXT1,Mac1,-4.386933425214742,1.1495995771691982e-05,-0.2039927498191414,True
PABPC1,Mac1,-11.618794372900139,3.307709679391924e-31,-0.4025854003082969,True
PABPC4,Mac1,-3.778672536128218,0.0001576665942993213,-0.2623363454188752,False
PABPC5,Mac1,-0.009044353052187327,0.9927837487192901,-0.011554062875776571,False
PABPC6,Mac1,0.0,1.0,0.0,False
PABPN1,Mac1,0.12829095812822564,0.8979187203464211,0.498649488167592,False
PAPOLA,Mac1,-5.312910052640759,1.0788829880945825e-07,-0.05197263106318406,True
PARN,Mac1,-1.9155264252686537,0.05542540244112153,0.3246995675290729,False
PCBP1,Mac1,-5.406627939195011,6.422235755019127e-08,-0.1417341708930575,True
PCBP2,Mac1,-6.509016361683558,7.564448432888142e-11,-0.22211475821576876,True
PCBP3,Mac1,-0.9836390691881989,0.32529300826591423,-0.7197704253033825,False
PCBP4,Mac1,0.09288287885545077,0.9259966076348224,0.4871821563102956,False
PDCD11,Mac1,-2.301234307352132,0.021378390685619624,0.07466072575537375,False
PHAX,Mac1,-2.411464705702909,0.015888589580408934,0.13720144627140574,False
PIWIL1,Mac1,0.0,1.0,0.0,False
PIWIL2,Mac1,-0.30593180946651904,0.759656565920584,-0.09080711287955623,False
PLRG1,Mac1,-4.794088808415752,1.6341587486546726e-06,-0.5711498127777128,True
PNN,Mac1,-2.9769807062979745,0.0029110232879383004,0.11508157630005744,False
PNO1,Mac1,-7.880099003115665,3.271217854465633e-15,-0.719498066070229,True
PNPT1,Mac1,-3.739183239451189,0.00018461912073571544,-0.8263564025196679,False
POLDIP3,Mac1,-1.5562197978416639,0.11965583515798242,0.33120253725480886,False
PPAN,Mac1,-5.4553867595396355,4.88663656966538e-08,-0.5942652195742557,True
PPARGC1A,Mac1,-0.011821457308875552,0.9905680614081922,0.14863004084092563,False
PPARGC1B,Mac1,-0.805416527093437,0.42057935771744503,0.2150937517745688,False
PPIE,Mac1,-4.014613812639014,5.9543206797115885e-05,0.10120604005977274,True
PPIG,Mac1,-3.5799969964673064,0.00034359815687130287,-0.031174114927908114,False
PPIH,Mac1,-5.388848842686821,7.091041376971033e-08,-0.5570607105435723,True
PPIL1,Mac1,-4.744823354186462,2.0868836840845656e-06,-0.48953412650271355,True
PPIL2,Mac1,-3.0868639666166655,0.002022801425953936,0.14949379016933229,False
PPIL3,Mac1,-3.054551983305739,0.0022539694914010273,0.015876299506733638,False
PPIL4,Mac1,-0.08219665673258628,0.9344903319918929,0.5697663266332151,False
PPM1G,Mac1,-6.048974030188792,1.4577115258292868e-09,-0.2364400055159317,True
PPP1R8,Mac1,-1.0907452252502015,0.27538500452021686,0.3814689355225398,False
PPP4R2,Mac1,-6.594177764852338,4.276190956518758e-11,-0.26998925087468173,True
PPRC1,Mac1,-1.7965988118977756,0.0723993331669879,0.05631063492853672,False
PPWD1,Mac1,-1.033852116423994,0.3012053031629952,0.283970145083126,False
PRKRA,Mac1,-3.818518352946309,0.00013425559783854593,-0.09150166868714216,False
PRMT1,Mac1,-11.693363375035807,1.3781847983598515e-31,-0.8735097910072245,True
PRMT5,Mac1,-2.751716269801068,0.005928386017261534,-0.1831238982318606,False
PRMT7,Mac1,-3.4608911230258976,0.0005383905104678217,-0.027807910256442803,False
PRPF18,Mac1,-0.9759738861553804,0.32907740531355867,0.3774604310198635,False
PRPF19,Mac1,-5.234222304664934,1.656809528796976e-07,-0.23059642900298538,True
PRPF3,Mac1,-2.909260643714273,0.0036228468275883276,-0.3465650301493901,False
PRPF31,Mac1,-8.44280037101814,3.098239758112493e-17,-0.7812842275124359,True
PRPF38A,Mac1,-2.910864984349049,0.0036042972913295328,0.06792669814553243,False
PRPF38B,Mac1,-5.015722368739218,5.283457682061549e-07,-0.09751117922046593,True
PRPF39,Mac1,-1.7485905602711753,0.08036181919080174,0.19333409213543806,False
PRPF4,Mac1,-1.3402811776662038,0.1801539484471698,0.06148474737718024,False
PRPF40A,Mac1,-3.4762402533094856,0.0005084965324902639,0.023991942047012493,False
PRPF40B,Mac1,0.4426854298904635,0.6579932826102328,1.2132727247203592,False
PRPF6,Mac1,-3.7126693994869964,0.00020508470412934052,0.0429038064303775,False
PRPF8,Mac1,-1.502957565188897,0.13284998704898,0.25567199045930433,False
PRR3,Mac1,-1.0932596304555813,0.2742798221927788,0.06542972772448286,False
PSPC1,Mac1,-1.097087530917503,0.27260313044574414,0.12027440270961787,False
PTBP1,Mac1,-6.410166461519817,1.453608349210246e-10,-0.24909026238774779,True
PTBP2,Mac1,-0.18380489693506424,0.8541665143934692,0.4978279648788533,False
PTBP3,Mac1,1.5672156295607134,0.11706429836977879,0.15122369072705233,False
PUF60,Mac1,-6.140721673858232,8.214740899433221e-10,-0.15205530832572922,True
PUM1,Mac1,-0.8768049942864798,0.3805925659560053,0.3284303633047658,False
PUM2,Mac1,0.9701006859368437,0.33199630713849604,0.30878650605445923,False
QK,Mac1,7.4998890368917115,6.387187989892444e-14,0.700556035766386,True
RALY,Mac1,-6.197286408870304,5.744491424439583e-10,-0.1720197390303957,True
RALYL,Mac1,0.0,1.0,0.0,False
RAVER1,Mac1,0.0019514786668619957,0.9984429462892546,0.19754981829651586,False
RAVER2,Mac1,0.015245927084859343,0.9878359813963093,-0.02678359336220887,False
RBFOX1,Mac1,0.0,1.0,0.0,False
RBFOX2,Mac1,0.35222313515063963,0.7246709279401685,0.8004337998643799,False
RBM11,Mac1,0.021597614861136125,0.982768936154178,0.10335934630498556,False
RBM12B2,Mac1,0.43466372671658365,0.6638065312129078,0.9098731372382507,False
RBM14,Mac1,-2.473405389157827,0.013383223492307455,0.028317911923542383,False
RBM15,Mac1,-1.0518563835475911,0.2928654456745291,0.3304695008814704,False
RBM15B,Mac1,-1.497572234637076,0.1342444250485402,-0.1559028265548359,False
RBM18,Mac1,-0.835035845128453,0.4036975264280064,0.5155214351038264,False
RBM25,Mac1,-3.1068572408430257,0.0018908768813249508,0.05783842939693784,False
RBM26,Mac1,0.9040037282058689,0.3659934244969498,0.6536904748198618,False
RBM28,Mac1,-3.028028761232571,0.0024615465839029644,0.06453355244025882,False
RBM3,Mac1,-9.565022571880467,1.1217699537663202e-21,-0.4107162615595872,True
RBM34,Mac1,-2.9387298480056843,0.0032956019403134135,0.1563697985809238,False
RBM38,Mac1,-1.8750050966043414,0.060792022381008864,-0.7468610699918914,False
RBM39,Mac1,1.71017082401733,0.08723428918019785,0.1407966082898504,False
RBM4,Mac1,-0.593699855956861,0.5527128794218049,-0.35442979523134954,False
RBM41,Mac1,-0.328279993045679,0.7426999699685659,0.004318621336456108,False
RBM42,Mac1,-6.2576602801263475,3.9079594066628715e-10,-0.18119170669922902,True
RBM43,Mac1,-3.1996462986087235,0.0013759633412181109,-0.40220555379025713,False
RBM44,Mac1,-0.12927607957063192,0.8971391983275082,-0.06722496209900802,False
RBM45,Mac1,-0.30495607013308806,0.7603996105322584,0.21625618068798946,False
RBM47,Mac1,-4.649426070125631,3.328599661821068e-06,-0.128871954273718,True
RBM4B,Mac1,-2.2416672974679646,0.024982882960973424,-0.12467561115482839,False
RBM6,Mac1,-0.7599414448901674,0.4472895866670882,0.3611406621212234,False
RBM7,Mac1,-4.136656286189691,3.524033648346709e-05,0.004379995413246185,True
RBM8A,Mac1,-5.972950801161953,2.3300018390092775e-09,-0.17695847372603968,True
RBMS1,Mac1,2.943636690999765,0.0032438054263325593,0.45709680954328835,False
RBMS2,Mac1,-1.906313194254911,0.056609583410413326,0.05944770841110536,False
RBMS3,Mac1,0.06416424328206341,0.9488394484283327,0.4906232449969673,False
RBMX2,Mac1,-2.1061708796467102,0.03518951169654677,0.09530964818885357,False
RBMY,Mac1,0.0,1.0,0.0,False
RBPMS,Mac1,-1.2806391109102342,0.20032045581535263,0.10593723947970268,False
RBPMS2,Mac1,-0.4750537058552418,0.6347486941301463,-0.7163882269902042,False
RCAN2,Mac1,-0.009044353052187327,0.9927837487192901,-0.0741728483641252,False
RDM1,Mac1,-3.4545488173585963,0.000551214414921687,-0.2624479991140456,False
RLIM,Mac1,-2.060648886898564,0.03933654922883662,0.23190973450681795,False
RNPC3,Mac1,-1.0860260244356266,0.277467478605151,0.2654467519273873,False
RNPS1,Mac1,-6.036411386270869,1.5757921994304707e-09,-0.18854827804823238,True
RP9,Mac1,-4.2740854184598565,1.919234533529129e-05,0.08611371872962259,True
RPL5,Mac1,-6.383887174280007,1.726483139429331e-10,-0.22551695626991375,True
RPS13,Mac1,-7.2589470962970815,3.901150052088065e-13,-0.21180895591317395,True
RPS26,Mac1,-13.722319497815814,7.463883746503083e-43,-0.3992497396036736,True
RPS3,Mac1,-16.30082327171493,9.737167927906346e-60,-0.41043880137759636,True
RRP7A,Mac1,-7.226803990947711,4.944929971550846e-13,-0.4206473115284597,True
RSRC1,Mac1,-3.593328973321205,0.00032647996877854514,0.14921237976053803,False
