cellType,TF,nTargets,sigTargets,percSig,nUp,nDown,meanLFC_up,meanLFC_down
Mac3,MAFA,16,7,0.4375,8,8,0.5076029813781244,-0.7873434453859395
Mac3,MAFB,350,121,0.3457142857142857,160,186,0.488807282626015,-0.8599997744113499
Mac3,MAFF,1268,338,0.2665615141955836,572,666,0.464289743190065,-0.645285290519063
Mac3,MAFG,83,17,0.20481927710843373,37,40,0.510757301625188,-0.8842468198134282
Mac3,MAFK,1931,455,0.23562920766442258,908,977,0.4331563316251661,-0.5594388019722949
Mac3,MAGI1,3019,752,0.24908910235177212,1400,1560,0.4435074986837239,-0.5308644940946192
Mac3,MAX,2488,644,0.25884244372990356,1221,1228,0.4724611108573652,-0.5189646611922504
Mac3,MAZ,657,219,0.3333333333333333,349,298,0.5363411759201238,-0.5484866622817194
Mac3,MBD1,1,1,1.0,1,0,0.43214602778806555,
Mac3,MCRS1,217,31,0.14285714285714285,83,128,0.39617123291506195,-0.5695858629707014
Mac3,MECP2,1913,238,0.1244119184526921,658,872,0.5498598899186669,-0.5358857497765974
Mac3,MED1,12371,2603,0.21041144612399967,5216,6211,0.5221079263231139,-0.5774455179211436
Mac3,MED12,10511,2285,0.21739130434782608,4625,5268,0.5222238566404874,-0.5598168746213346
Mac3,MED23,761,198,0.26018396846254926,371,351,0.49413888551089497,-0.5562332452588142
Mac3,MED24,3547,882,0.24866084014660275,1674,1741,0.48322802824064726,-0.5350380008013802
Mac3,MED26,2806,730,0.2601568068424804,1380,1408,0.4310983589110995,-0.4583841189822662
Mac3,MEF2A,974,270,0.27720739219712526,461,464,0.539031031413379,-0.5682203593077231
Mac3,MEF2C,9738,2136,0.21934688847812692,4250,5011,0.49458051364442596,-0.5693436499332908
Mac3,MEF2D,183,38,0.20765027322404372,78,96,0.520604224509403,-0.4659961890264128
Mac3,MEIS1,4246,1022,0.2406971267074894,1933,2165,0.49326779030940016,-0.5683987529540957
Mac3,MEN1,6048,1584,0.2619047619047619,3059,2889,0.5040326932487659,-0.5261107304769395
Mac3,MITF,254,78,0.30708661417322836,110,142,0.45561295541037855,-0.60279906061595
Mac3,MORC3,363,107,0.29476584022038566,190,165,0.5141310932857889,-0.46946808567427334
Mac3,MPND,1,1,1.0,0,1,,-0.6525649117144248
Mac3,MSGN1,2,0,0.0,0,2,,-0.09094379637200023
Mac3,MSL1,286,66,0.23076923076923078,129,150,0.4536300054816823,-0.45421027267473374
Mac3,MSL2,85,26,0.3058823529411765,51,30,0.4441066985691457,-0.48519413918649046
Mac3,MSX1,15,5,0.3333333333333333,5,9,0.6304193977686725,-0.4899518846536751
Mac3,MTA1,162,42,0.25925925925925924,70,87,0.5335450365789726,-0.6276108462463195
Mac3,MTA2,7411,1819,0.24544595871002564,3508,3707,0.5101273382251846,-0.5566296335518476
Mac3,MTA3,11,3,0.2727272727272727,7,4,0.8165154737420582,-0.40094816740248107
Mac3,MTF1,111,34,0.3063063063063063,54,56,0.437729940064749,-0.4087134037556216
Mac3,MTF2,5295,916,0.17299338999055713,2096,2430,0.5645451432654006,-0.5658500734658709
Mac3,MXI1,1167,276,0.2365038560411311,564,594,0.4258002015391115,-0.5074256420622876
Mac3,MYB,82,19,0.23170731707317074,42,40,0.41817852672637745,-0.5141590710715404
Mac3,MYC,13628,2662,0.19533313765776342,5496,6682,0.5331732313254346,-0.5767719322452161
Mac3,MYCN,1596,434,0.2719298245614035,801,770,0.47009443749367347,-0.4859200631136257
Mac3,MYEF2,47,13,0.2765957446808511,29,13,0.6276164135539388,-0.43824047243648506
Mac3,MYF5,130,40,0.3076923076923077,55,71,0.5778464822472922,-0.7032216182129828
Mac3,MYO1C,1,1,1.0,1,0,0.19176696683286032,
Mac3,MYOD1,8230,1849,0.22466585662211422,3638,4201,0.48724549842976134,-0.5787578826598186
Mac3,MYOG,3506,867,0.2472903593839133,1569,1788,0.5043891150108488,-0.606213998020133
Mac3,MYT1L,952,232,0.24369747899159663,447,479,0.47836171862233096,-0.5578242384671935
Mac3,NAA10,6,1,0.16666666666666666,1,2,0.8294044974837287,-0.45984194853124993
Mac3,NACC1,2,1,0.5,1,1,0.8636903437892789,-1.1603454501730828
Mac3,NANOG,13414,2514,0.18741613239898613,5290,6487,0.5176815031610768,-0.5562734872270841
Mac3,NBN,684,143,0.20906432748538012,312,349,0.4498432824049512,-0.5503939656380893
Mac3,NCOA1,1,0,0.0,1,0,0.009859730258223287,
Mac3,NCOA2,2848,829,0.2910814606741573,1378,1398,0.48273274839049674,-0.5860103563149882
Mac3,NCOA3,4122,985,0.23896166909267347,1895,2105,0.4619300554790167,-0.5637016436080162
Mac3,NCOR1,10103,2330,0.2306245669603088,4397,5202,0.5042818844310225,-0.5963342817452818
Mac3,NCOR2,11486,2370,0.20633815079226886,4827,5771,0.49367565519242046,-0.5680310929343789
Mac3,NELFA,8660,2024,0.23371824480369516,3905,4503,0.48495123775463567,-0.5786508325604396
Mac3,NELFB,2193,597,0.2722298221614227,1058,1120,0.4261046951425248,-0.5127905646393963
Mac3,NELFE,6758,1815,0.2685705830127257,3245,3471,0.4555754212269278,-0.5585361716702084
Mac3,NEO1,1,0,0.0,1,0,0.09112353006798035,
Mac3,NFAT5,4,1,0.25,3,1,0.13232483803312167,-0.313209358367327
Mac3,NFE2,13,5,0.38461538461538464,4,9,0.3195069417244252,-0.7940805184655523
Mac3,NFIA,3826,944,0.24673288029273394,1769,1986,0.46500267324071654,-0.6047180540018288
Mac3,NFIB,2886,736,0.255024255024255,1359,1422,0.505321076674246,-0.5874684983963967
Mac3,NFIL3,96,15,0.15625,28,49,0.5704874865930413,-0.515919285020173
Mac3,NFKB1,75,30,0.4,44,30,0.581467299214138,-0.6102625286491407
Mac3,NFYA,1165,319,0.2738197424892704,610,547,0.4429274658473523,-0.4599101795044503
Mac3,NFYB,32,8,0.25,16,15,0.35048993218125274,-0.5542587086705749
Mac3,NFYC,34,10,0.29411764705882354,18,16,0.4469337413643903,-0.4323161032518965
Mac3,NIPBL,12498,2578,0.2062730036805889,5290,6124,0.5348725825239974,-0.5647499329708833
Mac3,NLRC5,107,28,0.2616822429906542,46,60,0.3792219182681203,-0.45554683322558076
Mac3,NPAS3,373,103,0.2761394101876676,193,166,0.49177889457607576,-0.48154473524795754
Mac3,NPAS4,1147,275,0.23975588491717523,544,565,0.44394210449860905,-0.475194045897472
Mac3,NR0B2,9,2,0.2222222222222222,3,6,0.7889909648661401,-0.4595669958786141
Mac3,NR1D1,11654,2505,0.21494765745666725,4907,5973,0.5061346736431404,-0.589288428137654
Mac3,NR1D2,2986,746,0.24983255190890824,1302,1531,0.4481459068224212,-0.611267701455007
Mac3,NR1H2,20,9,0.45,7,12,0.8852062183070792,-0.957456943340507
Mac3,NR1H3,6353,1817,0.28600661104989766,2879,3376,0.485063300753719,-0.6454530337679443
Mac3,NR1H4,892,277,0.31053811659192826,418,451,0.4737273267486376,-0.5959889504143079
Mac3,NR1I2,97,26,0.26804123711340205,46,49,0.6074097525236551,-0.5888867193434941
Mac3,NR4A1,8018,1774,0.22125218258917437,3426,3995,0.4981623777191434,-0.5738616678578158
Mac3,NR5A2,1815,441,0.24297520661157024,777,908,0.5014948504020031,-0.613325113174178
Mac3,NR6A1,2946,748,0.25390359809911744,1356,1512,0.47600088473202207,-0.579699324906224
Mac3,NRF1,4690,1073,0.22878464818763325,2179,2306,0.47722064470019326,-0.5349179982746495
Mac3,NSD3,1628,419,0.2573710073710074,828,785,0.44417044574713527,-0.4984603402454846
Mac3,NUP98,176,39,0.2215909090909091,77,96,0.48249077999026047,-0.5421558547341951
Mac3,OLIG2,5217,1216,0.233084147977765,2396,2593,0.4813351237957216,-0.556524233385524
Mac3,OSR1,343,77,0.22448979591836735,182,153,0.4206968408567119,-0.48466587410284795
Mac3,OTX2,7166,1565,0.21839240859614847,3085,3602,0.48247430839680366,-0.5530181770299943
Mac3,OVOL2,10,2,0.2,2,8,0.46024440532930955,-0.5098704760840828
Mac3,PARP1,1,0,0.0,0,1,,-0.036466017052860344
Mac3,PAX3,276,79,0.286231884057971,137,133,0.4768888948193436,-0.5596933001821098
Mac3,PAX5,5365,1389,0.2589002795899348,2661,2599,0.5074315957334355,-0.5392418723031925
Mac3,PAX6,1431,290,0.2026554856743536,624,743,0.4740861840919071,-0.5055405393245742
Mac3,PAX7,952,276,0.28991596638655465,460,460,0.48276258416859413,-0.5752222331325241
Mac3,PBX1,2145,483,0.22517482517482518,980,1087,0.45257447450452143,-0.5612391822387307
Mac3,PCGF1,1788,338,0.1890380313199105,683,823,0.6376426990210552,-0.6285891223932242
Mac3,PCGF2,2211,320,0.14473089099954772,789,957,0.6182831588849095,-0.5682824732032015
Mac3,PCGF3,52,9,0.17307692307692307,14,33,0.489481357360865,-0.41745065845505297
Mac3,PCGF5,13,3,0.23076923076923078,5,8,0.3183952513653305,-0.9301726144714291
Mac3,PCGF6,5140,968,0.18832684824902723,2097,2452,0.5399126526730367,-0.5521388615552079
Mac3,PCNA,18,4,0.2222222222222222,6,12,0.37258343085391304,-0.48573141487300275
Mac3,PDX1,8,2,0.25,2,4,0.509685250345167,-0.5977161538873986
Mac3,PEX2,73,24,0.3287671232876712,34,37,0.5100721281914256,-0.4978756860806902
Mac3,PHC1,4,0,0.0,1,1,0.0773788524930808,-0.2572931418047738
Mac3,PHF19,486,69,0.1419753086419753,169,169,0.5951020728242805,-0.5525572267818868
Mac3,PHF2,39,15,0.38461538461538464,24,14,0.6180243083317923,-0.410229223005839
Mac3,PHF20,1,0,0.0,1,0,0.8233075048737142,
Mac3,PHF5A,1502,336,0.2237017310252996,681,678,0.559169503580056,-0.5625020902761817
Mac3,PHF6,255,48,0.18823529411764706,95,144,0.48382000556460764,-0.5411897070141546
Mac3,PHF8,6176,1408,0.22797927461139897,2907,3128,0.4674253502415367,-0.5547582955420898
Mac3,PHRF1,84,16,0.19047619047619047,25,46,0.43463081755466887,-0.37149617328338996
Mac3,PIAS2,497,144,0.289738430583501,255,239,0.5121566064435137,-0.5324004075894807
Mac3,PITX1,151,33,0.2185430463576159,59,82,0.41226291004809756,-0.49762066250210163
Mac3,PML,1,0,0.0,0,1,,-0.995239054710999
Mac3,PPARA,10079,2296,0.22780037702152992,4372,5209,0.48776801457341645,-0.5955748233515704
Mac3,PPARD,1363,323,0.23697725605282466,632,700,0.42323060620979974,-0.5373385225678953
Mac3,PPARG,14490,2818,0.19447895100069013,5806,7186,0.5327814918748525,-0.5807783283087639
Mac3,PRDM1,6785,1597,0.23537214443625645,3117,3330,0.4994424084059943,-0.5466977003442882
Mac3,PRDM5,171,32,0.1871345029239766,74,93,0.4138361145307206,-0.5907991991521877
Mac3,PRDM9,14,2,0.14285714285714285,6,7,0.3795282219286736,-0.5181519159125696
Mac3,PROP1,19,6,0.3157894736842105,9,9,0.3790243717065382,-1.0198255402518104
Mac3,PROX1,408,100,0.24509803921568626,149,210,0.5872359608107132,-0.7388417817337795
Mac3,PTF1A,4280,981,0.22920560747663551,1933,2190,0.4560573887194268,-0.5514499264138802
Mac3,PURB,1980,595,0.3005050505050505,1005,943,0.5909824182778689,-0.5827150152322264
Mac3,RAD21,13855,2737,0.19754601226993865,5598,6842,0.5421265742509397,-0.5804044149317358
Mac3,RAD51,2609,621,0.23802223073974704,1253,1253,0.4670930468236313,-0.5001742284137471
Mac3,RAG1,9142,2198,0.24042879019908117,4373,4569,0.5069916882648654,-0.5487778137295364
Mac3,RAG2,10050,2386,0.2374129353233831,4731,5086,0.5245231314582045,-0.5648990857561209
Mac3,RAI1,982,238,0.24236252545824846,471,484,0.432453715317395,-0.48442555323187564
Mac3,RALY,1,0,0.0,1,0,1.0713262183983412,
Mac3,RARA,9170,2008,0.21897491821155943,4035,4637,0.49054652676708466,-0.5681026147184177
Mac3,RARB,1039,277,0.2666025024061598,496,527,0.46540375131153877,-0.5406033596074663
Mac3,RBBP4,1405,338,0.2405693950177936,673,711,0.49213072478497527,-0.5782835178639983
Mac3,RBPJL,126,18,0.14285714285714285,54,61,0.6176110722084042,-0.5312007292072978
Mac3,RCOR1,63,13,0.20634920634920634,25,35,0.5171742105272681,-0.5665438032371136
Mac3,RCOR2,22,4,0.18181818181818182,8,13,0.3150596680172605,-0.8448963336578894
Mac3,REL,58,22,0.3793103448275862,32,26,0.7865775567452317,-0.7709770611069172
Mac3,RELB,153,45,0.29411764705882354,90,62,0.5733633440465444,-0.6595762359168598
Mac3,REST,6068,1512,0.24917600527356626,2875,3056,0.4550645528864348,-0.5123958831387089
Mac3,RFX1,7112,1557,0.21892575928008998,3155,3544,0.4847492512740219,-0.5365132381945549
Mac3,RFX2,91,12,0.13186813186813187,39,41,0.4373804008198881,-0.46360579482123626
Mac3,RFX3,4493,1062,0.23636768306254174,2059,2265,0.4630740947322136,-0.548070027014522
Mac3,RFX6,10,1,0.1,2,6,0.7477112223479658,-0.7095094070448953
Mac3,RORA,940,226,0.2404255319148936,412,486,0.45734607987788795,-0.5761413517185794
Mac3,RTF1,8,4,0.5,6,2,0.4603853252153083,-0.9724544800443139
Mac3,RUNX1,13267,2691,0.20283409964573754,5522,6559,0.5422904769515849,-0.5746986496894518
Mac3,RUNX2,9593,2185,0.2277702491399979,4260,4943,0.49460430378165154,-0.5896473894148759
Mac3,RUNX3,6408,1617,0.25234082397003743,3182,3121,0.4949858054641005,-0.544365036892185
Mac3,RXRA,13967,2689,0.19252523806114413,5540,6881,0.5199309438485593,-0.5756198475903651
Mac3,RYBP,3355,643,0.1916542473919523,1395,1567,0.547699731385198,-0.5733953407896363
Mac3,SALL1,104,25,0.2403846153846154,49,49,0.4631080275902528,-0.6380889708705969
Mac3,SALL4,2160,543,0.2513888888888889,1040,1014,0.519261129190187,-0.5514545545896206
Mac3,SAP18,17,2,0.11764705882352941,7,9,0.16915156091984582,-0.2212448175845795
Mac3,SAP30,6,0,0.0,3,3,0.5091377212916607,-0.21073714012051767
Mac3,SATB1,7703,1967,0.2553550564715046,3792,3790,0.5158749155401365,-0.5363268405013533
Mac3,SATB2,1,1,1.0,1,0,0.27740218857038546,
Mac3,SHOX2,6335,1482,0.2339384372533544,2879,3282,0.46183370908480226,-0.5443411947557123
Mac3,SIM2,266,66,0.24812030075187969,127,127,0.43437961289876154,-0.4744347047539147
Mac3,SIN3A,6680,1515,0.22679640718562874,3145,3386,0.4638807279347188,-0.5311895378848911
Mac3,SIN3B,528,83,0.1571969696969697,217,308,0.39613437958703246,-0.43576830794718074
Mac3,SIX2,1909,426,0.22315348349921424,830,954,0.5262636874633897,-0.5485305887281988
Mac3,SIX4,3032,670,0.22097625329815304,1324,1601,0.45643845514288434,-0.5018565733143718
Mac3,SMAD1,179,46,0.2569832402234637,84,87,0.5363361804843776,-0.5766957772667327
Mac3,SMAD2,7310,1680,0.22982216142270862,3292,3589,0.5071351970975422,-0.5773981227234273
Mac3,SMAD3,10384,2307,0.2221687211093991,4479,5315,0.49656689585631275,-0.5890341465833084
Mac3,SMAD4,7459,1911,0.25620056307816064,3435,3832,0.5104857052506887,-0.6152905402942069
Mac3,SMAD6,1,0,0.0,0,1,,-0.43528712176148954
Mac3,SMC1A,12432,2517,0.20246138996138996,5154,6182,0.5192346036805442,-0.5700729349794267
Mac3,SMC3,4283,1124,0.26243287415363065,2041,2103,0.5422493116507864,-0.5698055487773588
Mac3,SMC5,163,48,0.294478527607362,79,81,0.5002480869554198,-0.6174196729504192
Mac3,SMYD3,3789,953,0.25151755080496174,1827,1862,0.4787976357890753,-0.5588335025511325
Mac3,SNAI1,3970,1042,0.2624685138539043,1925,2007,0.4546252753069332,-0.5183682405366439
Mac3,SNAI2,105,28,0.26666666666666666,34,65,0.8150628031490555,-0.6461786230639661
Mac3,SOX10,42,11,0.2619047619047619,21,20,0.4896145596618761,-0.5587075529748396
Mac3,SOX11,62,16,0.25806451612903225,27,32,0.5698947323336752,-0.743053437456353
Mac3,SOX17,5064,1223,0.2415086887835703,2322,2634,0.4614565210012692,-0.5476031577462839
Mac3,SOX2,14376,2655,0.18468280467445744,5631,6989,0.5175006541033088,-0.5582443551892886
Mac3,SOX3,412,111,0.26941747572815533,201,198,0.4964177551827069,-0.5147954484377482
Mac3,SOX30,27,4,0.14814814814814814,15,11,0.35975796009157374,-0.5301803474040793
Mac3,SOX4,528,163,0.3087121212121212,264,258,0.5006845131391459,-0.48380397761673133
Mac3,SOX5,1,0,0.0,1,0,0.25889865813097224,
Mac3,SOX6,4,0,0.0,1,3,0.25889865813097224,-1.1445479965322714
Mac3,SOX7,3,1,0.3333333333333333,2,1,0.6589744903286392,-0.7537221815076389
Mac3,SOX9,5100,1257,0.2464705882352941,2402,2548,0.4723779982461096,-0.5434760026112675
Mac3,SP1,10074,2118,0.21024419297200714,4354,5083,0.4976942043079293,-0.5667057902671697
Mac3,SP3,9645,1943,0.20145152928978746,4004,4791,0.5134187953589745,-0.5665767362116417
Mac3,SP5,25,5,0.2,11,14,0.6207496693352696,-0.6045602700169377
Mac3,SP7,1449,404,0.27881297446514836,677,731,0.47133691192675115,-0.6222777935163928
Mac3,SP9,348,65,0.1867816091954023,144,186,0.43123786558226723,-0.4247307271506555
Mac3,SPI1,15283,2758,0.18046195118759406,5834,7237,0.542581539861034,-0.5699756131001764
Mac3,SPIB,2,0,0.0,0,2,,-0.2580989465017862
Mac3,SPIN1,139,42,0.302158273381295,63,75,0.4522616001854813,-0.5385675767340555
Mac3,SRF,8484,1933,0.22784064120697783,3752,4413,0.4773515719487861,-0.5643519309147504
Mac3,SRSF1,7,1,0.14285714285714285,4,2,0.37050988324949247,-0.17879544365636058
Mac3,SRSF2,175,47,0.26857142857142857,70,91,0.3812180210935216,-0.6013553150764
Mac3,SSRP1,544,137,0.25183823529411764,277,257,0.5288911320918763,-0.557787323868775
Mac3,STAG1,1008,225,0.22321428571428573,441,494,0.4773952524653102,-0.5680978293917285
Mac3,STAG2,3371,827,0.24532779590625928,1603,1607,0.5123975463722317,-0.5591491031686172
Mac3,STAT1,12378,2713,0.219179188883503,5359,6238,0.5339655086124251,-0.6015126456057744
Mac3,STAT2,5793,1653,0.2853443811496634,2931,2822,0.49736901250141485,-0.5366174845521243
Mac3,STAT3,11990,2635,0.21976647206005004,5263,6023,0.5312762866520387,-0.5919336136294724
Mac3,STAT4,2435,693,0.28459958932238194,1258,1156,0.49385066106660597,-0.49259320784880445
Mac3,STAT6,9284,2368,0.25506247307195173,4269,4745,0.5114513029213722,-0.609996840604628
Mac3,STRA8,1058,259,0.2448015122873346,542,491,0.42135643382508947,-0.49077976370879206
Mac3,SUMO1,240,54,0.225,113,116,0.4483085681982881,-0.5885981316431138
Mac3,SUMO2,1551,376,0.24242424242424243,738,763,0.5017492516414556,-0.5490866819148869
Mac3,SUZ12,13074,2461,0.1882361939727704,5191,6327,0.5233508504864169,-0.559484550409764
Mac3,TAF1,83,31,0.37349397590361444,53,28,0.5185674251651945,-0.49749865189052517
Mac3,TAF10,21,11,0.5238095238095238,8,13,0.5144899806950416,-0.9620735938102906
Mac3,TAF12,3583,1056,0.2947250907061122,1886,1670,0.4810809786653934,-0.5271073258473632
Mac3,TAF2,2442,710,0.29074529074529076,1266,1160,0.433742786977977,-0.45977129164281
Mac3,TAF7L,437,104,0.2379862700228833,198,230,0.452656977469411,-0.39817758327319225
Mac3,TAF9B,40,10,0.25,17,22,0.4157869342982077,-0.4463454288937468
Mac3,TAL1,4187,1131,0.270121805588727,1936,2086,0.4993592877268806,-0.5502723462808032
Mac3,TBL1X,2989,731,0.24456339913014385,1414,1462,0.47066541859777405,-0.5153400830512297
Mac3,TBP,13047,2630,0.20157890702843564,5357,6582,0.5141325355303047,-0.5749135118540992
Mac3,TBPL1,2886,631,0.21864171864171864,1311,1480,0.4191903126401429,-0.47177473615590715
Mac3,TBR1,658,157,0.23860182370820668,299,333,0.5182329042363365,-0.49572236905460926
Mac3,TBX19,210,54,0.2571428571428571,115,88,0.43827314965921293,-0.49579658293029527
Mac3,TBX20,12,3,0.25,5,7,0.26897660823802233,-0.6364267005841528
Mac3,TBX21,6874,1764,0.25661914460285135,3418,3349,0.5039183571173881,-0.5323958955249534
Mac3,TBX3,8709,1729,0.19853025605695257,3613,4209,0.5130954226092689,-0.5711603121273177
Mac3,TBX4,3,0,0.0,1,2,0.36641659425807216,-0.4729406140492311
Mac3,TBX5,9609,2130,0.22166718701217608,4269,4909,0.4931544100324479,-0.5723905455944007
Mac3,TBX6,139,32,0.2302158273381295,75,60,0.4727398887949734,-0.4608703775786067
Mac3,TCF7,4455,1171,0.2628507295173962,2310,2111,0.4705768045916409,-0.48384771326933396
Mac3,TEAD1,2028,529,0.2608481262327416,957,1030,0.506676971536726,-0.5797209776984376
Mac3,TEAD2,9,0,0.0,5,4,0.16983697130444506,-0.5880849455314877
Mac3,TEAD4,9245,2094,0.22650081124932395,4040,4761,0.4873902227232367,-0.5711507912777504
Mac3,TET1,10130,1998,0.19723593287265548,4181,4960,0.5158291260944199,-0.5557459706479343
Mac3,TET2,8532,1959,0.22960618846694797,3855,4286,0.4928941739594599,-0.5554283674336375
Mac3,TET3,181,52,0.287292817679558,91,87,0.4948636657469697,-0.46928338608095044
Mac3,TEX10,62,19,0.3064516129032258,32,29,0.5096130598537765,-0.6200253889683718
Mac3,TFE3,180,68,0.37777777777777777,80,97,0.5296095999746937,-0.7940351008071689
Mac3,TGIF1,494,128,0.2591093117408907,228,263,0.44995280247910774,-0.5220638006509681
Mac3,TGIF2,2,0,0.0,2,0,0.626669060134714,
Mac3,THAP1,615,132,0.2146341463414634,251,345,0.404966020513221,-0.4788546576682574
Mac3,TLE3,4082,1046,0.2562469377756002,1815,2139,0.5064925122478139,-0.6696744510164482
Mac3,TLX1,3,0,0.0,1,2,0.02573343013968077,-1.136898467186127
Mac3,TOP2B,1402,275,0.19614835948644793,613,712,0.5161541649803,-0.5700839425339309
Mac3,TOX,940,287,0.30531914893617024,567,367,0.47219413363468654,-0.4865817486551205
Mac3,TOX3,3,2,0.6666666666666666,3,0,0.48909782443480054,
Mac3,TRPS1,6,3,0.5,4,2,1.0776512798772702,-1.4222822836746893
Mac3,UBN1,2,1,0.5,1,0,0.3073435774526132,
Mac3,USF1,731,220,0.3009575923392613,335,383,0.5080884542248034,-0.5829492579514712
Mac3,USF2,3830,1055,0.2754569190600522,1800,1971,0.48940496709693043,-0.6166757380282339
Mac3,UTF1,4800,910,0.18958333333333333,1963,2328,0.5157677330359409,-0.5657942170395258
Mac3,UTP6,596,124,0.2080536912751678,285,293,0.5144323375449033,-0.5479582827297201
Mac3,VDR,8449,2002,0.23695111847555925,3715,4332,0.4811519411717175,-0.5963524972516793
Mac3,VSX2,19,6,0.3157894736842105,10,8,0.459587243645508,-1.041604521551658
Mac3,WDR43,922,218,0.23644251626898047,441,452,0.465969464174843,-0.53826816420407
Mac3,WDR5,36,26,0.7222222222222222,24,12,0.596244975862174,-0.47301189604928884
Mac3,WIZ,417,103,0.24700239808153476,214,193,0.45804474089402675,-0.5720171988173415
Mac3,WT1,506,135,0.26679841897233203,248,246,0.6152792180953239,-0.6083477652102124
Mac3,XBP1,1679,424,0.2525312686122692,789,849,0.4347803162083575,-0.5409012966800395
Mac3,YAP1,6969,1701,0.24408092983211366,3199,3598,0.4652822905182582,-0.5644873596288166
Mac3,ZEB1,4645,1046,0.22518837459634014,2110,2184,0.5064512663094468,-0.5480639889004072
Mac3,ZFAT,179,46,0.2569832402234637,92,78,0.5190872532613302,-0.5553301691589063
Mac3,ZFP57,4127,798,0.193360794766174,1729,1940,0.5189187202753882,-0.5650107950965153
Mac3,ZFP64,26,9,0.34615384615384615,11,15,0.533870056470719,-0.3863272081998547
Mac3,ZFP92,11,2,0.18181818181818182,4,5,0.6496733502762289,-0.1508640947521834
Mac3,ZFX,557,132,0.236983842010772,283,264,0.41443234100589027,-0.5029836473729523
Mac3,ZIC1,316,58,0.18354430379746836,143,160,0.47237365000657305,-0.46993212380242444
Mac3,ZIC2,4632,969,0.20919689119170984,1960,2231,0.5295738232894297,-0.5674998126274178
Mac3,ZIC3,1566,388,0.24776500638569604,703,800,0.5189406188109076,-0.593116521018252
Mac3,ZMIZ1,1385,423,0.30541516245487366,705,674,0.42910890278440655,-0.4967771247624965
Mac4,ABCC9,452,98,0.2168141592920354,121,300,0.12910000898441523,-0.2704905351010995
Mac4,AEBP2,248,24,0.0967741935483871,48,115,0.16991585904817952,-0.32308164900847297
Mac4,AFF3,1660,466,0.28072289156626506,520,1084,0.1258916533938902,-0.24867564732728661
Mac4,AFF4,139,50,0.3597122302158273,41,91,0.12290269354944051,-0.292180671116253
Mac4,AHR,386,102,0.26424870466321243,110,265,0.14874254071383855,-0.2552966245110483
Mac4,AIRE,66,16,0.24242424242424243,16,49,0.1613312915961014,-0.2513812534517537
Mac4,ARNT2,8018,1892,0.23596906959341482,2358,5219,0.13860126233925638,-0.2646252972908731
Mac4,ASCL1,2990,691,0.23110367892976588,907,1930,0.14344702498199957,-0.2787750331310148
Mac4,ASCL2,1453,436,0.30006882312456984,429,1009,0.12458046978656964,-0.24272253679521452
Mac4,ASH2L,1326,389,0.2933634992458522,389,901,0.132550657145731,-0.2364775805280587
Mac4,ASXL1,3019,936,0.3100364359059291,932,2063,0.12667248047686502,-0.23619595979201238
Mac4,ATF2,1710,484,0.2830409356725146,539,1141,0.13466784908272514,-0.24964257565517506
Mac4,ATF3,6454,1772,0.2745584133870468,2093,4271,0.1511362439196907,-0.2761217749369787
Mac4,ATF4,862,266,0.308584686774942,247,603,0.13148654329623471,-0.23936923780394614
Mac4,ATF7,709,178,0.25105782792665726,211,477,0.14049000446221996,-0.2528868368192143
Mac4,ATOH1,959,237,0.24713242961418144,261,647,0.14621672623428794,-0.29921553458429945
Mac4,ATRX,4161,995,0.23912521028598893,1305,2702,0.1402374857732468,-0.2734268490893054
Mac4,AURKB,204,47,0.23039215686274508,71,131,0.14735555816922533,-0.2631053141509483
Mac4,AUTS2,66,25,0.3787878787878788,19,46,0.07900639843202124,-0.1543790750723969
Mac4,BACH1,2068,576,0.27852998065764023,659,1364,0.1373236184011298,-0.2531220957005262
Mac4,BACH2,2187,635,0.2903520804755373,653,1504,0.13786706935849977,-0.2681070997191622
Mac4,BATF,8777,2308,0.26296000911473166,2674,5960,0.14080121581129526,-0.2794008296762054
Mac4,BATF3,1052,296,0.2813688212927757,309,733,0.1363748328959059,-0.27250969192582314
Mac4,BAZ1A,3,0,0.0,0,2,,-0.18543777582734644
Mac4,BAZ1B,1033,194,0.18780251694094868,227,606,0.17774129047400153,-0.2982903957625163
Mac4,BBX,157,47,0.29936305732484075,53,101,0.13600104572558244,-0.22702991824534927
Mac4,BCL6,1050,226,0.21523809523809523,309,663,0.16894788339072728,-0.3008224505739801
Mac4,BCOR,9,3,0.3333333333333333,1,7,0.1440258431408914,-0.5821125753963453
Mac4,BMI1,298,20,0.06711409395973154,51,134,0.21376478776958735,-0.27036946389349187
Mac4,BRCA1,1052,248,0.23574144486692014,338,667,0.15774866318780537,-0.29335642404989115
Mac4,BRD2,9587,2312,0.2411599040367164,2908,6268,0.14071633932827413,-0.2731200899946492
Mac4,BRD3,3,0,0.0,0,3,,-0.2588913121955018
Mac4,BRD4,14042,2743,0.19534254379717989,4053,8636,0.15881171294106564,-0.2899580097697197
Mac4,BRD9,4184,1167,0.27891969407265776,1290,2824,0.1334016961539904,-0.24513589196681723
Mac4,BRWD1,1,0,0.0,1,0,0.2635791153103293,
Mac4,CAPG,192,55,0.2864583333333333,60,125,0.153795456205803,-0.21465181474624997
Mac4,CBX1,1,0,0.0,0,0,,
Mac4,CBX2,334,86,0.25748502994011974,73,195,0.1552839206620277,-0.23812258793578578
Mac4,CBX3,619,203,0.32794830371567046,187,421,0.12270248272494147,-0.24811658293631564
