cellType,TF,nTargets,sigTargets,percSig,nUp,nDown,meanLFC_up,meanLFC_down
Mac2,DLX1,4,2,0.5,1,3,0.3324627029347811,-0.4120996909780604
Mac2,DLX2,81,13,0.16049382716049382,40,28,0.8106129329175256,-0.4954932030056585
Mac2,DLX3,160,52,0.325,108,49,0.9681284974942506,-0.5504156395193863
Mac2,DLX5,634,193,0.30441640378548895,379,243,0.8271584408948343,-0.5912254574160352
Mac2,DMAP1,130,50,0.38461538461538464,87,40,0.8411064751925766,-0.4900604209024667
Mac2,DMC1,10201,2482,0.24330947946279777,5429,3934,0.8302667258534642,-0.5179590559112967
Mac2,DMRT1,77,21,0.2727272727272727,40,27,0.967709417235991,-0.5816318965687466
Mac2,DNMT1,4,3,0.75,3,0,1.0039034410825074,
Mac2,DPEP2,693,180,0.2597402597402597,369,250,0.8433987263178232,-0.5055747693098773
Mac2,DPEP3,725,190,0.2620689655172414,397,285,0.9104392412705019,-0.5531133917917626
Mac2,DPPA2,4183,850,0.20320344250537892,2175,1579,0.8811075988622866,-0.49113362506679126
Mac2,DPPA4,6593,1469,0.2228120734111937,3485,2567,0.8493993790274605,-0.5075341590049861
Mac2,DPY30,3145,845,0.2686804451510334,1803,1234,0.8216751617393661,-0.5424311996231548
Mac2,E2F1,5713,1742,0.30491860668650445,3437,2159,0.8165885925319544,-0.5869520007087248
Mac2,E2F3,1720,501,0.29127906976744183,1093,602,0.8528113679606575,-0.5722632587548191
Mac2,E2F4,3904,1233,0.31582991803278687,2397,1471,0.8232390898336709,-0.5947902098606036
Mac2,E2F6,168,28,0.16666666666666666,95,64,0.8333621142388488,-0.39260210082465
Mac2,E4F1,7,2,0.2857142857142857,4,3,0.9946704292862968,-0.4866878809358235
Mac2,EED,138,13,0.09420289855072464,44,50,1.232699613267852,-0.3727740518032941
Mac2,EGR1,777,256,0.32947232947232946,490,272,0.8276371489559529,-0.5639340480565123
Mac2,EGR2,2029,649,0.3198620009857072,1266,740,0.8546734838378739,-0.6136135941512805
Mac2,EHF,181,42,0.23204419889502761,103,61,0.9774033724172693,-0.503795102663458
Mac2,EHMT2,2,2,1.0,0,2,,-0.6428697501466147
Mac2,ELF1,2775,894,0.32216216216216215,1746,1007,0.8300155753509999,-0.5995115731371607
Mac2,ELF4,1247,449,0.36006415396952685,747,491,0.710919215535843,-0.5812746869178704
Mac2,ELF5,4709,1408,0.2990019112338076,2745,1831,0.8238904987397317,-0.5697320119123024
Mac2,ELK1,27,12,0.4444444444444444,17,8,1.1130991168239057,-0.34263728772747165
Mac2,ELK4,28,13,0.4642857142857143,15,11,0.8046796930887512,-0.5788485181170674
Mac2,ELL,20,12,0.6,8,12,0.7234546945674789,-0.9086319749227704
Mac2,ELL2,145,61,0.4206896551724138,80,61,0.9448973968486467,-0.7095649957653791
Mac2,ELL3,120,35,0.2916666666666667,64,47,0.8482898072397602,-0.5357466459567832
Mac2,ELOB,320,131,0.409375,175,139,0.7304170814348446,-0.591955181850439
Mac2,EOMES,7220,1865,0.2583102493074792,4055,2780,0.852615966261713,-0.5532122508778313
Mac2,EP300,12930,3071,0.23750966744006188,6609,5280,0.8545955117577537,-0.5297797992132547
Mac2,EP400,375,129,0.344,216,140,0.7869443192844385,-0.571033273474703
Mac2,EPOP,7847,2008,0.2558939722186823,4087,3191,0.8381718266617145,-0.534047964663799
Mac2,ERF,1287,408,0.317016317016317,782,485,0.8479199951256837,-0.5328009123429127
Mac2,ERG,7230,2053,0.2839557399723375,4235,2804,0.8476864504410523,-0.5707004468215127
Mac2,ESR1,12505,2982,0.23846461415433826,6445,5145,0.8393400557520234,-0.5343946187361891
Mac2,ESR2,7916,2165,0.2734967155128853,4413,3209,0.8318293867082295,-0.5646869786909782
Mac2,ETS1,10199,2813,0.27581135405431906,5916,3971,0.8709481856306935,-0.575439356437318
Mac2,ETS2,2798,909,0.32487491065046464,1693,1048,0.7970800266301732,-0.5872270627078836
Mac2,ETV2,10,4,0.4,6,4,0.6986853160022942,-0.9642599912821231
Mac2,ETV4,223,86,0.38565022421524664,129,92,0.8433706851444739,-0.6333710527036576
Mac2,ETV5,3960,1284,0.3242424242424242,2304,1577,0.8169297074438662,-0.5727611573833779
Mac2,ETV6,5347,1662,0.310828501963718,3247,2016,0.8240041363983545,-0.5768189963119866
Mac2,EZH1,862,260,0.30162412993039445,494,310,0.8046425257179266,-0.5135731335314953
Mac2,EZH2,12167,2615,0.21492561847620614,5911,4816,0.8550303996594463,-0.502775376692133
Mac2,FEV,14,6,0.42857142857142855,9,5,0.6151751260732531,-0.47051654426986805
Mac2,FEZF2,530,145,0.27358490566037735,324,182,0.7330178799328477,-0.5411852727657819
Mac2,FLI1,10663,2774,0.2601519272249836,5809,4255,0.8613554581789691,-0.5560234821143135
Mac2,FLOT1,10241,2489,0.24304267161410018,5433,4142,0.8363601741522111,-0.5276561884479256
Mac2,FOS,9248,2615,0.2827638408304498,5259,3719,0.8399157839667776,-0.5813756349932799
Mac2,FOSB,261,89,0.34099616858237547,152,97,0.8675831181708631,-0.5505991652878652
Mac2,FOSL1,432,127,0.29398148148148145,237,176,0.9409296476288459,-0.5533827531327283
Mac2,FOSL2,1023,316,0.3088954056695992,636,366,0.9430036276011582,-0.5540503152078343
Mac2,FOXA1,5017,1442,0.28742276260713573,2833,1939,0.8197847001982767,-0.5476282446638226
Mac2,FOXA2,10504,2623,0.24971439451637473,5504,4267,0.828060081491199,-0.53775871964125
Mac2,FOXA3,25,3,0.12,16,6,0.756108087982052,-0.21444597945993218
Mac2,FOXD3,21,4,0.19047619047619047,10,9,0.8279481809431758,-0.3895821130259708
Mac2,FOXF1,593,189,0.31871838111298484,327,247,0.8637216087131326,-0.567189515069596
Mac2,FOXG1,38,9,0.23684210526315788,24,11,0.8694991872730825,-0.40124085307909513
Mac2,FOXH1,5311,1297,0.24421012991903596,2948,2031,0.8463100202752522,-0.5302227219190205
Mac2,FOXJ2,7,1,0.14285714285714285,3,3,0.6113928117871815,-0.46064665438390406
Mac2,FOXK1,240,79,0.32916666666666666,142,97,0.8478465514315949,-0.5601499399794528
Mac2,FOXL2,2309,611,0.2646167171935903,1465,788,0.8256811831786214,-0.5337683251294888
Mac2,FOXN1,3,1,0.3333333333333333,1,1,2.04675294352403,-0.08302440451843122
Mac2,FOXO1,3674,1149,0.31273816004354926,2333,1304,0.8485410795517234,-0.5660679307593333
Mac2,FOXO3,2360,692,0.29322033898305083,1499,826,0.8201215419804783,-0.5674845794902466
Mac2,FOXP1,647,203,0.31375579598145287,466,178,0.8966160102274566,-0.5838416574741659
Mac2,FOXP3,6072,1905,0.31373517786561267,3840,2178,0.8794134379429549,-0.587838541830487
Mac2,GABPA,1413,491,0.3474876150035386,836,565,0.7304182943085112,-0.5699778431775746
Mac2,GATA1,1760,529,0.30056818181818185,1045,666,0.8452557327122694,-0.5861691125295475
Mac2,GATA2,7724,2090,0.2705851890212325,4269,3075,0.8314814816314278,-0.5503047543838199
Mac2,GATA3,7992,2346,0.29354354354354356,4683,3092,0.858693435521805,-0.5663885273510073
Mac2,GATA4,10700,2747,0.25672897196261685,5771,4352,0.8261502736342744,-0.5482863177834258
Mac2,GATA6,869,245,0.2819332566168009,517,313,0.8411448847262191,-0.5865975813061154
Mac2,GCM2,24,11,0.4583333333333333,10,13,1.0450156601604808,-0.6582833020519561
Mac2,GFI1,9473,2491,0.26295788029135436,5270,3758,0.8379109903151546,-0.5542669731058968
Mac2,GFI1B,1117,316,0.2829006266786034,672,430,0.7976376945213735,-0.5764199143380284
Mac2,GLI1,2,1,0.5,1,1,0.8032486455645376,-0.231327632254124
Mac2,GLI2,42,15,0.35714285714285715,24,15,0.8376709423431127,-0.48092012904891435
Mac2,GLI3,22,8,0.36363636363636365,11,11,0.7905494580865287,-0.449555243751033
Mac2,GPS2,7668,2192,0.2858633281168492,4326,3006,0.8148407113719797,-0.5678217590981085
Mac2,GRHL2,94,27,0.2872340425531915,44,46,0.9186331511660556,-0.5450302968978542
Mac2,GRHL3,27,5,0.18518518518518517,18,9,0.750661454312957,-0.3650352487624387
Mac2,GSK3B,32,9,0.28125,20,11,0.8283560813748891,-0.5519897824021119
Mac2,HAND1,12,3,0.25,6,4,0.6470908559699275,-0.271025853617225
Mac2,HAND2,4845,1340,0.27657378740970073,2721,1947,0.8177244147562928,-0.5748964159577356
Mac2,HCFC1,5737,1836,0.3200278891406659,3444,2226,0.7869974430107406,-0.5847632347279041
Mac2,HDAC1,6379,1927,0.3020849662956576,3785,2490,0.8144815230743662,-0.5839869139617112
Mac2,HDAC2,9317,2697,0.2894708597187936,5378,3722,0.83693915826742,-0.5797629794782634
Mac2,HDAC3,8308,2336,0.2811747713047665,4627,3328,0.826156936769887,-0.5630932803448001
Mac2,HDAC4,20,3,0.15,10,9,1.1549406540296732,-0.24808918895991303
Mac2,HELLS,1,0,0.0,1,0,0.9938322508069408,
Mac2,HES1,1064,295,0.27725563909774437,742,308,0.9094400622488621,-0.5617447314029197
Mac2,HES5,300,72,0.24,212,80,0.9222740935573761,-0.4583747264170578
Mac2,HEY1,6099,1548,0.2538121003443187,3341,2380,0.847699949226041,-0.5445784575828844
Mac2,HEY2,4956,1287,0.25968523002421307,2796,1879,0.8369691065993112,-0.5560299586458082
Mac2,HHEX,1,1,1.0,0,1,,-0.4585670432035309
Mac2,HIC2,398,124,0.31155778894472363,244,143,0.8782928492541343,-0.5774309003971178
Mac2,HIF1A,792,273,0.3446969696969697,533,255,0.9189759140511999,-0.5789235901941349
Mac2,HIRA,1,0,0.0,0,1,,-0.006885130153399674
Mac2,HLF,1,0,0.0,0,1,,-0.08642654117156467
Mac2,HNF1A,7003,1651,0.23575610452663145,3769,2667,0.8582873244572332,-0.5175172084012625
Mac2,HNF1B,269,73,0.27137546468401486,140,105,0.8793820232221212,-0.5194316749440903
Mac2,HNF4A,4711,1296,0.27510082784971346,2582,1857,0.8219893956544445,-0.5606446479690451
Mac2,HNF4G,35,4,0.11428571428571428,17,12,0.9293300882578557,-0.6047302042034665
Mac2,HSF1,69,30,0.43478260869565216,32,35,0.7735999025632103,-0.5387355720917081
Mac2,ID2,34,9,0.2647058823529412,23,11,0.8672372081357863,-0.5450282586082573
Mac2,IKZF1,8712,2531,0.2905188246097337,5181,3346,0.8646116867864805,-0.5887898720181856
Mac2,IKZF2,122,41,0.3360655737704918,69,53,0.7651524557590171,-0.6239044054199057
Mac2,IKZF3,119,37,0.31092436974789917,84,34,0.8865972366815242,-0.5269479656362788
Mac2,ING1,1,1,1.0,0,1,,-1.1515644685092914
Mac2,INO80,1257,328,0.2609387430389817,752,427,0.8997363934343259,-0.49641471651753233
Mac2,INSM1,405,94,0.23209876543209876,241,142,0.7189194025026249,-0.5203786681543225
Mac2,IRF1,4767,1557,0.3266205160478288,2893,1800,0.8461440940136712,-0.6014438784491521
Mac2,IRF2,1410,476,0.3375886524822695,848,544,0.758395822388717,-0.5667542405543048
Mac2,IRF3,5202,1720,0.330642060745867,3220,1915,0.8268725645572241,-0.5825674657679644
Mac2,IRF4,10125,2797,0.2762469135802469,5879,3990,0.8735775712813538,-0.5683988353234043
Mac2,IRF5,3995,1238,0.30988735919899874,2506,1438,0.8266373341668226,-0.562620148419474
Mac2,IRF7,1027,393,0.38266796494644595,590,430,0.732223693339825,-0.5770251348070758
Mac2,IRF8,8047,2528,0.31415434323350316,4814,3111,0.833413496078872,-0.5944628771323373
Mac2,IRF9,2651,931,0.35118823085628065,1622,1001,0.8266590292213266,-0.571732752265786
Mac2,ISL1,3651,890,0.24376883045740894,2078,1359,0.8317866694150731,-0.5281724982476452
Mac2,ISX,10875,2932,0.26960919540229883,6063,4352,0.8524896794807443,-0.5604154815291634
Mac2,JPH2,82,18,0.21951219512195122,60,22,0.7989212651679576,-0.5212932100940503
Mac2,JUN,11056,2856,0.2583212735166425,5920,4496,0.8507344002755168,-0.5550471766631833
Mac2,JUNB,6119,1913,0.3126327831344991,3613,2362,0.8671316739052114,-0.5897618155561314
Mac2,JUND,7530,2337,0.3103585657370518,4434,2987,0.8422094485076763,-0.5938852714434351
Mac2,KAT2A,211,92,0.43601895734597157,119,92,0.7409794247236221,-0.6087581380006146
Mac2,KAT5,857,302,0.352392065344224,528,323,0.7627973489836801,-0.5827520353634107
Mac2,KAT8,721,230,0.31900138696255204,430,276,0.8073274007906789,-0.580853108806346
Mac2,KDM1A,11362,2907,0.25585284280936454,6161,4618,0.8510373875311027,-0.543816588087979
Mac2,KDM2A,1051,261,0.2483349191246432,641,359,0.8769319802338139,-0.5345731372877003
Mac2,KDM2B,7646,1862,0.24352602668061732,4090,2997,0.8559455649501828,-0.5237618735082876
Mac2,KDM3A,893,306,0.3426651735722284,552,333,0.8487430795583274,-0.5622689557693015
Mac2,KDM4A,1630,381,0.23374233128834357,926,633,0.8088338789361437,-0.5368419415795694
Mac2,KDM4B,33,8,0.24242424242424243,25,8,0.8748782038805868,-0.6167884145326317
Mac2,KDM4C,7865,2128,0.27056579783852513,4356,3148,0.8263553176351223,-0.5533188931440981
Mac2,KDM5A,3439,1136,0.3303285838906659,1929,1471,0.7235505592107334,-0.5927680015348057
Mac2,KDM5B,279,69,0.24731182795698925,139,120,0.7774571117018733,-0.44911102396330627
Mac2,KDM5C,626,168,0.268370607028754,353,244,0.8078532267642389,-0.5121698964379651
Mac2,KDM6A,8248,2332,0.2827352085354025,4628,3272,0.8189649490961661,-0.5676134210418051
Mac2,KDM6B,260,92,0.35384615384615387,164,92,0.8620402579784388,-0.5314945861614639
Mac2,KLF1,1562,516,0.33034571062740076,961,576,0.8175572206022796,-0.6095956131793032
Mac2,KLF15,2,1,0.5,1,0,0.01648043929247134,
Mac2,KLF3,1103,328,0.2973708068902992,662,418,0.8610952031292116,-0.5713567676805352
Mac2,KLF4,12192,2896,0.23753280839895013,6227,4991,0.8488827207805025,-0.5303579708315117
Mac2,KLF5,2310,697,0.30173160173160174,1355,885,0.8361410963068499,-0.5849550835354839
Mac2,KMT2A,7304,2257,0.30900876232201535,4438,2799,0.8403708099972321,-0.591366898019213
Mac2,KMT2B,11906,2768,0.23248782126658826,6093,4831,0.8460457107885868,-0.5216551227485884
Mac2,KMT2C,6001,1897,0.3161139810031661,3428,2472,0.7965705591976602,-0.5940393062678758
Mac2,KMT2D,9726,2439,0.25077112893275755,5246,3921,0.8348718467759608,-0.5427863199275615
Mac2,LDB1,1924,594,0.3087318087318087,1107,751,0.820846413734395,-0.5699428911373052
Mac2,LEF1,50,16,0.32,35,15,0.9493050245727772,-0.5728581749203946
Mac2,LEO1,588,223,0.3792517006802721,349,223,0.8545186374393838,-0.6490222596128232
Mac2,LHX1,4,1,0.25,2,2,0.6939399919421161,-0.736406783463186
Mac2,LHX2,2594,763,0.29414032382420974,1555,953,0.8444422836172639,-0.5590374247578926
Mac2,LHX3,228,39,0.17105263157894737,121,74,0.966068832426669,-0.5391750446045542
Mac2,LHX6,32,11,0.34375,19,13,0.8931339793311971,-0.42251608994332013
Mac2,LIN9,148,45,0.30405405405405406,79,66,0.849387187452609,-0.6075191524513764
Mac2,LMNB1,2374,596,0.2510530749789385,1393,870,0.852875536441531,-0.538663522165754
Mac2,LYL1,49,9,0.1836734693877551,34,13,1.023668406136013,-0.4852282962221318
Mac2,MAF,485,147,0.3030927835051546,341,141,1.0098302844983489,-0.5341970507184381
Mac2,MAFA,16,8,0.5,10,6,0.972144500445482,-0.4194863850893977
Mac2,MAFB,350,118,0.33714285714285713,219,127,0.8396419702122511,-0.6505475863235992
Mac2,MAFF,1268,396,0.31230283911671924,755,483,0.8003060454321441,-0.6240392237160898
Mac2,MAFG,83,22,0.26506024096385544,45,32,0.9481150005311901,-0.7296395441014913
Mac2,MAFK,1931,617,0.31952356292076645,1142,743,0.8051422687961206,-0.5959556327906604
Mac2,MAGI1,3019,983,0.32560450480291486,1786,1174,0.8038906202337718,-0.597616022675191
Mac2,MAX,2488,791,0.3179260450160772,1457,992,0.7949302718996507,-0.5737555578150273
Mac2,MAZ,657,206,0.3135464231354642,445,202,0.873587130251978,-0.5687609757055722
Mac2,MBD1,1,0,0.0,1,0,1.0722663576752574,
Mac2,MCRS1,217,66,0.30414746543778803,121,90,0.7683328475759365,-0.7001902932937608
Mac2,MECP2,1913,210,0.1097752221641401,837,693,0.8629350502033981,-0.3910977955381044
Mac2,MED1,12371,3005,0.24290679815698005,6451,4976,0.8470343448498964,-0.5324768729349483
Mac2,MED12,10511,2675,0.25449529064789267,5706,4187,0.8532905135699758,-0.5437289453907461
Mac2,MED23,761,206,0.2706964520367937,439,283,0.8406664316852286,-0.5220461933141851
Mac2,MED24,3547,1013,0.2855934592613476,2109,1306,0.8367463425474941,-0.5629252367296349
Mac2,MED26,2806,1016,0.3620812544547398,1672,1116,0.7601371519803527,-0.5716727315737126
Mac2,MEF2A,974,263,0.27002053388090347,605,320,0.8995456330918389,-0.5827488474095299
Mac2,MEF2C,9738,2545,0.26134729924009037,5334,3927,0.8224708785999446,-0.5526912049582463
Mac2,MEF2D,183,44,0.24043715846994534,107,67,0.822306709282796,-0.41860233296949917
Mac2,MEIS1,4246,1224,0.2882713141780499,2465,1633,0.8426668682752115,-0.5714637524402493
Mac2,MEN1,6048,1823,0.3014219576719577,3743,2205,0.8666754073480141,-0.5665658519648015
Mac2,MITF,254,91,0.35826771653543305,160,92,0.8077048688160623,-0.6087173036315432
Mac2,MORC3,363,112,0.3085399449035813,234,121,0.8502221071501207,-0.5526840097867184
Mac2,MPND,1,1,1.0,1,0,1.0862285977992787,
Mac2,MSGN1,2,0,0.0,1,1,1.3086845510860998,-0.13361784899163273
Mac2,MSL1,286,93,0.32517482517482516,162,117,0.7632349016892884,-0.5905757837082428
Mac2,MSL2,85,19,0.2235294117647059,60,21,0.8226012953558963,-0.5349156486035499
Mac2,MSX1,15,3,0.2,8,6,0.8844437046945174,-0.20888803265023534
Mac2,MTA1,162,45,0.2777777777777778,95,62,0.904382206532556,-0.572219373411683
Mac2,MTA2,7411,2119,0.28592632573202,4332,2883,0.8468377975661044,-0.5607200049033177
Mac2,MTA3,11,2,0.18181818181818182,8,3,0.8435470876929447,-0.3866179191455344
Mac2,MTF1,111,36,0.32432432432432434,70,40,0.8304924744591846,-0.5754268662019129
Mac2,MTF2,5295,861,0.16260623229461757,2511,2015,0.9045314685782554,-0.4387841950434597
Mac2,MXI1,1167,396,0.3393316195372751,648,510,0.7737195553711971,-0.6237116467788897
Mac2,MYB,82,23,0.2804878048780488,53,29,0.8637562024142065,-0.6720247714996529
Mac2,MYC,13628,3041,0.2231435280305254,6745,5433,0.8598950760061039,-0.5193242069623004
Mac2,MYCN,1596,533,0.33395989974937346,990,581,0.8164852878404828,-0.5282629819570971
Mac2,MYEF2,47,13,0.2765957446808511,29,13,0.9158825546640513,-0.4635973730771349
Mac2,MYF5,130,42,0.3230769230769231,65,61,0.8805466219330353,-0.6113795677448082
Mac2,MYO1C,1,0,0.0,0,1,,-0.022675066031927926
Mac2,MYOD1,8230,2181,0.2650060753341434,4573,3266,0.8284109525568683,-0.557344669918068
Mac2,MYOG,3506,937,0.2672561323445522,1988,1369,0.8502194333376688,-0.5390818679120112
Mac2,MYT1L,952,270,0.28361344537815125,563,363,0.8104880348984793,-0.579658162292768
Mac2,NAA10,6,2,0.3333333333333333,3,0,1.179887788068369,
Mac2,NACC1,2,0,0.0,2,0,1.136729461188664,
Mac2,NANOG,13414,2874,0.21425376472342328,6469,5308,0.8554882889550556,-0.5052613975388226
Mac2,NBN,684,200,0.29239766081871343,382,279,0.7588933213238082,-0.5764875394326616
Mac2,NCOA1,1,1,1.0,1,0,0.12581427601441586,
Mac2,NCOA2,2848,866,0.30407303370786515,1741,1035,0.8379532738661856,-0.5450057887275856
Mac2,NCOA3,4122,1204,0.29209121785541,2377,1623,0.810379644772355,-0.5714692968227748
Mac2,NCOR1,10103,2743,0.2715035138077799,5557,4042,0.832344750340433,-0.5653376282801622
Mac2,NCOR2,11486,2817,0.24525509315688665,6000,4598,0.8257947537236988,-0.532007836603813
Mac2,NELFA,8660,2403,0.2774826789838337,4918,3490,0.8282900867300068,-0.5722566811608341
Mac2,NELFB,2193,799,0.3643410852713178,1262,916,0.7551716666056224,-0.6180267342329604
Mac2,NELFE,6758,2273,0.3363421130511986,4052,2664,0.7939732208584717,-0.6049568983731282
Mac2,NEO1,1,0,0.0,1,0,0.9274132624348566,
Mac2,NFAT5,4,1,0.25,2,2,0.6511401924060625,-0.5985134715177152
Mac2,NFE2,13,6,0.46153846153846156,6,7,0.6360452374201805,-0.786495570882521
Mac2,NFIA,3826,1102,0.2880292733925771,2280,1475,0.8098464620756993,-0.6069710585719683
Mac2,NFIB,2886,815,0.2823977823977824,1685,1096,0.832853472372607,-0.5706315187689674
Mac2,NFIL3,96,14,0.14583333333333334,45,32,0.9252853874430917,-0.5608060128650096
Mac2,NFKB1,75,27,0.36,54,20,0.9808453091103336,-0.5176514206304021
Mac2,NFYA,1165,372,0.31931330472103003,735,422,0.827770283482858,-0.5866589354676325
Mac2,NFYB,32,11,0.34375,21,10,0.7799246156028391,-0.5236832188118992
Mac2,NFYC,34,9,0.2647058823529412,22,12,0.9569301750132332,-0.5792428889967213
Mac2,NIPBL,12498,2933,0.23467754840774524,6440,4974,0.865502468278448,-0.5219683774620186
Mac2,NLRC5,107,43,0.40186915887850466,63,43,0.8416591608068302,-0.7440921895418621
Mac2,NPAS3,373,102,0.2734584450402145,230,129,0.8846182308757143,-0.4459784809486679
Mac2,NPAS4,1147,360,0.31386224934612034,685,424,0.8450253581845347,-0.5527968729367224
Mac2,NR0B2,9,3,0.3333333333333333,5,4,0.7597432874805918,-0.898595617442485
Mac2,NR1D1,11654,2920,0.25055774841256223,6130,4750,0.8367311398083296,-0.546318950870239
Mac2,NR1D2,2986,894,0.2993971868720697,1642,1191,0.8017300270047508,-0.5451690779270866
Mac2,NR1H2,20,9,0.45,12,7,0.6845560484305464,-1.0214063497588488
Mac2,NR1H3,6353,2139,0.33669132693215803,3695,2560,0.8198615251864009,-0.627706858122731
Mac2,NR1H4,892,280,0.31390134529147984,577,292,0.9235246190246151,-0.6044627833394536
Mac2,NR1I2,97,21,0.21649484536082475,57,38,0.9095894502465525,-0.5863887860772908
Mac2,NR4A1,8018,2081,0.25954103267647793,4218,3203,0.8198450794462913,-0.5471299620296471
Mac2,NR5A2,1815,495,0.2727272727272727,922,763,0.8474197855508148,-0.5616165301529086
Mac2,NR6A1,2946,877,0.29769178547182623,1707,1161,0.8286015570590035,-0.5729665693815758
Mac2,NRF1,4690,1293,0.2756929637526652,2700,1785,0.8250678351179347,-0.5679147183020195
Mac2,NSD3,1628,541,0.3323095823095823,956,657,0.8093540208330997,-0.5742232583062862
Mac2,NUP98,176,61,0.3465909090909091,101,72,0.7397138367206333,-0.5954641885712154
Mac2,OLIG2,5217,1435,0.27506229633889206,2910,2079,0.8254937473811541,-0.552488881755074
Mac2,OSR1,343,114,0.3323615160349854,202,133,0.7512317364942124,-0.5540474578172189
Mac2,OTX2,7166,1912,0.26681551772257883,3855,2832,0.8195374143455059,-0.5497553376257687
Mac2,OVOL2,10,4,0.4,6,4,0.756289533783229,-0.8009779845023333
Mac2,PARP1,1,0,0.0,1,0,0.5597142463750302,
Mac2,PAX3,276,87,0.31521739130434784,169,101,0.8879832746680214,-0.6059297736669302
Mac2,PAX5,5365,1576,0.29375582479030754,3242,2018,0.8558729657662995,-0.5719192172043305
Mac2,PAX6,1431,421,0.2941998602375961,730,637,0.7523814876790855,-0.5615491707836489
Mac2,PAX7,952,300,0.31512605042016806,544,376,0.8302997820516476,-0.5564843884469766
Mac2,PBX1,2145,589,0.2745920745920746,1257,810,0.8030898281597383,-0.5488679807077729
Mac2,PCGF1,1788,280,0.15659955257270694,829,677,0.9641310402908614,-0.43609864860361136
Mac2,PCGF2,2211,275,0.12437810945273632,904,842,0.998181804281877,-0.4046802788862047
Mac2,PCGF3,52,21,0.40384615384615385,26,21,1.0047383140062218,-0.5010839647511552
Mac2,PCGF5,13,4,0.3076923076923077,8,5,0.9142206961687628,-1.3744113804394391
Mac2,PCGF6,5140,1048,0.20389105058365758,2578,1971,0.875457187834372,-0.48545394018192933
Mac2,PCNA,18,6,0.3333333333333333,13,5,0.8049836006653037,-0.7463506677909028
Mac2,PDX1,8,3,0.375,4,2,1.207274529746917,-0.5770483557714781
Mac2,PEX2,73,28,0.3835616438356164,42,29,0.9052863985005569,-0.5837809251388365
Mac2,PHC1,4,0,0.0,1,1,0.63490326719572,-0.047935624122732105
Mac2,PHF19,486,42,0.08641975308641975,181,157,1.0603676909202968,-0.3645442254649594
Mac2,PHF2,39,13,0.3333333333333333,26,12,0.9894655504273201,-0.4390648262445737
Mac2,PHF20,1,0,0.0,0,1,,-1.0601026103165274
Mac2,PHF5A,1502,312,0.20772303595206393,817,542,0.908387996174834,-0.4820841868837854
Mac2,PHF6,255,47,0.1843137254901961,135,104,0.8539821173257409,-0.5152248873578096
Mac2,PHF8,6176,1741,0.2818976683937824,3572,2463,0.8206207239719339,-0.560090982841928
Mac2,PHRF1,84,22,0.2619047619047619,36,35,0.7639399390209812,-0.4225907942543924
Mac2,PIAS2,497,165,0.3319919517102616,332,162,0.8369572483579026,-0.5443754710692907
Mac2,PITX1,151,41,0.271523178807947,88,53,0.8449927964366369,-0.49564693203242516
Mac2,PML,1,0,0.0,0,1,,-0.24908262634596556
Mac2,PPARA,10079,2777,0.27552336541323547,5509,4072,0.8144639618336957,-0.5714620654202913
Mac2,PPARD,1363,435,0.3191489361702128,802,530,0.759195555927767,-0.5840409139814094
Mac2,PPARG,14490,3221,0.2222912353347136,7085,5907,0.8591058038870679,-0.5164766800135343
Mac2,PRDM1,6785,1840,0.2711864406779661,3868,2579,0.8399532022174477,-0.5505493156333809
Mac2,PRDM5,171,48,0.2807017543859649,94,73,0.7471478544325849,-0.5919639372454315
Mac2,PRDM9,14,4,0.2857142857142857,7,6,0.9300109211266442,-0.39367739778349925
Mac2,PROP1,19,6,0.3157894736842105,13,5,0.6777961873833027,-0.36353303670012327
Mac2,PROX1,408,86,0.2107843137254902,216,143,0.811246414402079,-0.6035187626588264
Mac2,PTF1A,4280,1230,0.28738317757009346,2428,1695,0.7941939932047647,-0.5674632764839177
Mac2,PURB,1980,632,0.3191919191919192,1197,751,0.8780274411441578,-0.5698230336899535
Mac2,RAD21,13855,3101,0.22381811620353662,6882,5558,0.8663731062317986,-0.5187107779538288
Mac2,RAD51,2609,760,0.29129934840935223,1565,941,0.834618116659719,-0.5544304986543233
Mac2,RAG1,9142,2663,0.29129293371253556,5378,3564,0.8409315802626907,-0.5748263522438424
Mac2,RAG2,10050,2828,0.28139303482587064,5869,3948,0.8552622190545773,-0.5755991987528419
Mac2,RAI1,982,304,0.3095723014256619,600,355,0.8053989623526252,-0.5523534473092682
Mac2,RALY,1,0,0.0,1,0,0.0010018075261206683,
Mac2,RARA,9170,2405,0.26226826608506,5013,3659,0.8263289412416361,-0.5499327205037807
Mac2,RARB,1039,335,0.3224254090471607,626,397,0.803282469267201,-0.6269239516069345
Mac2,RBBP4,1405,377,0.2683274021352313,853,531,0.8364758630797213,-0.5790549815499985
Mac2,RBPJL,126,38,0.30158730158730157,62,53,0.8519306734671952,-0.6113767835542115
Mac2,RCOR1,63,18,0.2857142857142857,36,24,0.8554113184728818,-0.3749036947291115
Mac2,RCOR2,22,6,0.2727272727272727,9,12,0.9147717182671266,-0.5778087254641243
Mac2,REL,58,17,0.29310344827586204,43,15,1.0884151833472133,-0.35331577240453466
Mac2,RELB,153,45,0.29411764705882354,103,49,0.9265863093007568,-0.6082129451625623
Mac2,REST,6068,1915,0.31558998022412654,3562,2369,0.8145748825410855,-0.5803754309511572
